player,nationality,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,position_fw,position_mf,position_df,team_coeff
Kristoffer Ajer,no NOR,Brentford,27,1998,7.0,4.0,389.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,6.0,15.0,6.0,0.0,0.23,0.23,0.0,0.23,0.12,0.16,0.27,0.12,0.27,Matches,7.0,2.0,28.6,1.62,0.46,0.0,0.0,15.6,0.0,0.07,-0.5,-0.5,105.0,153.0,68.6,1808.0,683.0,49.0,61.0,80.3,44.0,58.0,75.9,9.0,24.0,37.5,0.5,0.3,1.0,7.0,3.0,0.0,139.0,13.0,0.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.93,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,4.0,8.0,1.0,9.0,10.0,90.0,1.0,4.0,1.0,3.0,3.0,16.0,17.0,0.0,207.0,10.0,61.0,107.0,41.0,16.0,207.0,4.0,1.0,25.0,2.0,50.0,89.0,510.0,308.0,4.0,0.0,4.0,2.0,122.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,19.0,11.0,63.3,0,0,1,0.0
Nathan Aké,nl NED,Manchester City,30,1995,5.0,1.0,205.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,4.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.16,0.12,0.16,Matches,3.0,0.0,0.0,1.32,0.0,0.0,0.0,10.3,0.0,0.09,-0.3,-0.3,155.0,171.0,90.6,2687.0,967.0,62.0,62.0,100.0,83.0,93.0,89.2,8.0,14.0,57.1,0.2,-0.1,1.0,18.0,3.0,2.0,157.0,14.0,6.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.32,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,1.0,4.0,9.0,1.0,191.0,9.0,68.0,103.0,20.0,3.0,191.0,1.0,0.0,0.0,1.0,100.0,137.0,770.0,469.0,3.0,0.0,1.0,0.0,151.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,71.4,0,0,1,240.75
Carlos Alcaraz,ar ARG,Everton,22,2002,8.0,2.0,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,2.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.1,0.08,0.1,Matches,4.0,2.0,50.0,1.46,0.73,0.0,0.0,20.2,0.0,0.06,-0.2,-0.2,75.0,96.0,78.1,1226.0,140.0,38.0,45.0,84.4,30.0,36.0,83.3,6.0,8.0,75.0,0.1,0.0,1.0,3.0,1.0,0.0,89.0,6.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,2.55,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,3.0,2.0,5.0,9.0,55.6,4.0,4.0,1.0,3.0,0.0,6.0,0.0,1.0,128.0,1.0,18.0,67.0,46.0,7.0,128.0,7.0,5.0,71.4,1.0,14.3,75.0,407.0,151.0,6.0,1.0,12.0,2.0,75.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,16.0,3.0,3.0,50.0,1,1,0,40.27
Omar Alderete,py PAR,Sunderland,28,1996,8.0,7.0,668.0,7.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,10.0,31.0,2.0,0.13,0.13,0.27,0.13,0.27,0.08,0.01,0.09,0.08,0.09,Matches,6.0,2.0,33.3,0.81,0.27,0.17,0.5,12.8,0.0,0.1,0.4,0.4,311.0,369.0,84.3,6308.0,2643.0,98.0,108.0,90.7,173.0,187.0,92.5,39.0,69.0,56.5,0.3,0.9,2.0,26.0,3.0,2.0,362.0,7.0,6.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.94,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,7.0,5.0,0.0,8.0,10.0,80.0,2.0,7.0,6.0,1.0,10.0,22.0,44.0,0.0,456.0,51.0,210.0,223.0,26.0,10.0,456.0,6.0,5.0,83.3,1.0,16.7,287.0,1687.0,1092.0,8.0,0.0,2.0,3.0,307.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,24.0,17.0,18.0,48.6,0,0,1,0.0
Alisson,br BRA,Liverpool,33,1992,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,254.0,83.1,5044.0,3281.0,56.0,56.0,100.0,106.0,107.0,99.1,49.0,91.0,53.8,0.0,0.0,0.0,3.0,0.0,0.0,225.0,29.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,262.0,176.0,247.0,15.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,175.0,688.0,421.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,100.0,0,0,0,214.5
Ethan Ampadu,wls WAL,Leeds United,25,2000,8.0,8.0,697.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.5,11.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,4.0,0.0,0.0,0.52,0.0,0.0,0.0,27.7,0.0,0.09,-0.4,-0.4,412.0,489.0,84.3,7493.0,1907.0,172.0,191.0,90.1,192.0,216.0,88.9,41.0,68.0,60.3,0.2,-0.1,2.0,39.0,3.0,2.0,445.0,44.0,23.0,2.0,1.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,1.55,9.0,1.0,1.0,0.0,0.0,1.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,7.0,9.0,5.0,9.0,12.0,75.0,3.0,7.0,3.0,4.0,8.0,29.0,21.0,1.0,566.0,24.0,153.0,354.0,65.0,5.0,566.0,4.0,3.0,75.0,1.0,25.0,285.0,1363.0,703.0,8.0,1.0,7.0,1.0,357.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,37.0,6.0,6.0,50.0,0,1,0,12.605
Joachim Andersen,dk DEN,Fulham,29,1996,9.0,9.0,761.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,7.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,Matches,4.0,0.0,0.0,0.47,0.0,0.0,0.0,8.2,0.0,0.12,-0.5,-0.5,458.0,547.0,83.7,9616.0,3421.0,139.0,151.0,92.1,242.0,260.0,93.1,71.0,124.0,57.3,1.0,-0.7,2.0,51.0,4.0,0.0,499.0,46.0,32.0,0.0,13.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,11.0,1.3,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,11.0,3.0,1.0,9.0,14.0,64.3,5.0,4.0,3.0,1.0,8.0,23.0,63.0,0.0,655.0,84.0,337.0,286.0,33.0,15.0,655.0,2.0,2.0,100.0,0.0,0.0,380.0,1973.0,1223.0,3.0,0.0,6.0,0.0,420.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,37.0,14.0,8.0,63.6,0,0,1,0.0
Elliot Anderson,eng ENG,Nott'ham Forest,23,2002,10.0,10.0,900.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,1.7,2.4,13.0,89.0,27.0,0.0,0.1,0.1,0.0,0.1,0.08,0.17,0.24,0.08,0.24,Matches,11.0,2.0,18.2,1.1,0.2,0.0,0.0,20.8,0.0,0.07,-0.8,-0.8,662.0,795.0,83.3,11538.0,3606.0,299.0,328.0,91.2,302.0,334.0,90.4,55.0,111.0,49.5,1.3,-0.7,15.0,88.0,12.0,4.0,733.0,61.0,19.0,3.0,7.0,46.0,4.0,30.0,15.0,14.0,0.0,1.0,9.0,46.0,4.6,33.0,7.0,2.0,2.0,1.0,1.0,4.0,0.4,4.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,10.0,9.0,7.0,11.0,23.0,47.8,12.0,14.0,1.0,13.0,9.0,35.0,8.0,1.0,910.0,20.0,177.0,526.0,217.0,24.0,910.0,25.0,14.0,56.0,10.0,40.0,566.0,2991.0,1430.0,16.0,5.0,20.0,13.0,645.0,0.0,12.0,24.0,1.0,0.0,1.0,0.0,85.0,13.0,14.0,48.1,0,1,0,40.27
André,br BRA,Wolves,24,2001,10.0,7.0,615.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,7.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,Matches,2.0,0.0,0.0,0.29,0.0,0.0,0.0,33.1,0.0,0.02,0.0,0.0,292.0,322.0,90.7,4973.0,1324.0,139.0,146.0,95.2,130.0,138.0,94.2,20.0,28.0,71.4,0.2,-0.1,1.0,25.0,2.0,1.0,317.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,1.17,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,9.0,4.0,3.0,8.0,22.0,36.4,14.0,9.0,4.0,5.0,6.0,22.0,16.0,2.0,391.0,26.0,115.0,254.0,32.0,1.0,391.0,9.0,3.0,33.3,3.0,33.3,218.0,1075.0,494.0,5.0,0.0,8.0,7.0,251.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,53.0,1.0,5.0,16.7,0,1,0,40.27
Jaidon Anthony,eng ENG,Burnley,25,1999,10.0,10.0,806.0,9.0,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,2.1,2.1,0.4,2.5,19.0,12.0,38.0,0.45,0.11,0.56,0.45,0.56,0.24,0.04,0.28,0.24,0.28,Matches,13.0,8.0,61.5,1.45,0.89,0.31,0.5,14.5,0.0,0.16,1.9,1.9,169.0,245.0,69.0,2601.0,537.0,89.0,116.0,76.7,56.0,74.0,75.7,12.0,29.0,41.4,0.6,0.6,8.0,12.0,6.0,3.0,215.0,29.0,1.0,1.0,0.0,20.0,6.0,8.0,6.0,1.0,1.0,1.0,8.0,18.0,2.01,13.0,1.0,3.0,0.0,1.0,0.0,3.0,0.33,2.0,0.0,1.0,0.0,0.0,0.0,14.0,7.0,2.0,10.0,2.0,7.0,14.0,50.0,7.0,14.0,3.0,11.0,7.0,21.0,10.0,2.0,383.0,12.0,70.0,179.0,143.0,24.0,383.0,27.0,8.0,29.6,12.0,44.4,199.0,1281.0,630.0,7.0,5.0,35.0,17.0,230.0,0.0,8.0,14.0,3.0,0.0,1.0,0.0,42.0,4.0,11.0,26.7,1,1,0,40.27
