player,nationality,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,position_fw,position_mf,position_df,team_coeff
Marc Albrighton,eng ENG,Leicester City,30,1989,31.0,17.0,"1,746",19.4,1.0,5.0,6.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,3.5,4.7,46.0,84.0,139.0,0.05,0.26,0.31,0.05,0.31,0.06,0.18,0.24,0.06,0.24,Matches,21.0,9.0,42.9,1.08,0.46,0.05,0.11,21.2,0.0,0.06,-0.2,-0.2,627.0,933.0,67.2,10197.0,3898.0,345.0,408.0,84.6,193.0,262.0,73.7,67.0,157.0,42.7,3.9,1.5,38.0,54.0,37.0,14.0,830.0,97.0,8.0,1.0,9.0,118.0,60.0,29.0,6.0,15.0,0.0,6.0,53.0,77.0,3.97,59.0,5.0,5.0,2.0,3.0,3.0,12.0,0.62,8.0,2.0,0.0,1.0,0.0,1.0,33.0,19.0,14.0,15.0,4.0,16.0,45.0,35.6,29.0,29.0,3.0,26.0,17.0,50.0,27.0,1.0,1163.0,37.0,246.0,462.0,476.0,37.0,1163.0,66.0,37.0,56.1,29.0,43.9,615.0,3494.0,1576.0,33.0,7.0,33.0,29.0,725.0,0.0,9.0,19.0,4.0,0.0,0.0,0.0,138.0,10.0,36.0,21.7,1,0,1,45.0
Thiago Alcántara,es ESP,Liverpool,29,1991,24.0,20.0,"1,854",20.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.2,1.2,2.3,3.5,27.0,203.0,25.0,0.05,0.0,0.05,0.05,0.05,0.06,0.11,0.17,0.06,0.17,Matches,22.0,5.0,22.7,1.07,0.24,0.05,0.2,23.3,1.0,0.06,-0.2,-0.2,1545.0,1735.0,89.0,26781.0,7745.0,704.0,746.0,94.4,597.0,658.0,90.7,177.0,221.0,80.1,2.2,-2.3,30.0,205.0,24.0,0.0,1686.0,44.0,30.0,3.0,19.0,7.0,3.0,0.0,0.0,0.0,0.0,5.0,12.0,81.0,3.93,69.0,2.0,2.0,3.0,3.0,2.0,3.0,0.15,2.0,0.0,0.0,1.0,0.0,0.0,61.0,36.0,20.0,30.0,11.0,17.0,49.0,34.7,32.0,26.0,0.0,26.0,30.0,91.0,14.0,0.0,1946.0,31.0,296.0,1226.0,438.0,16.0,1946.0,48.0,33.0,68.8,15.0,31.3,1252.0,5861.0,2930.0,58.0,4.0,23.0,18.0,1475.0,0.0,48.0,25.0,0.0,0.0,1.0,0.0,153.0,31.0,31.0,50.0,0,1,0,214.5
Toby Alderweireld,be BEL,Tottenham,31,1989,25.0,25.0,"2,240",24.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.7,1.4,3.0,59.0,1.0,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06,Matches,10.0,3.0,30.0,0.4,0.12,0.1,0.33,8.5,0.0,0.07,0.3,0.3,1199.0,1453.0,82.5,24372.0,8025.0,365.0,398.0,91.7,658.0,713.0,92.3,157.0,303.0,51.8,0.8,-0.7,8.0,64.0,5.0,1.0,1377.0,74.0,61.0,2.0,16.0,1.0,13.0,0.0,0.0,0.0,0.0,2.0,9.0,22.0,0.88,19.0,0.0,0.0,3.0,0.0,0.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0,35.0,22.0,22.0,11.0,2.0,18.0,30.0,60.0,12.0,40.0,28.0,12.0,10.0,45.0,121.0,0.0,1687.0,267.0,932.0,726.0,35.0,14.0,1687.0,4.0,4.0,100.0,0.0,0.0,987.0,4485.0,2370.0,5.0,0.0,2.0,2.0,1114.0,0.0,17.0,3.0,0.0,0.0,1.0,1.0,117.0,45.0,35.0,56.3,0,0,1,155.25
Rúnar Alex Rúnarsson,is ISL,Arsenal,25,1995,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,63.6,100.0,32.0,3.0,3.0,100.0,4.0,4.0,100.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,12.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,188.0
Trent Alexander-Arnold,eng ENG,Liverpool,21,1998,36.0,34.0,"3,031",33.7,2.0,7.0,9.0,2.0,0.0,0.0,2.0,0.0,2.6,2.6,8.6,11.2,98.0,251.0,249.0,0.06,0.21,0.27,0.06,0.27,0.08,0.26,0.33,0.08,0.33,Matches,55.0,12.0,21.8,1.63,0.36,0.04,0.17,24.9,18.0,0.05,-0.6,-0.6,2245.0,3015.0,74.5,40719.0,15754.0,1064.0,1184.0,89.9,897.0,1145.0,78.3,256.0,545.0,47.0,7.5,-1.6,77.0,193.0,101.0,29.0,2516.0,488.0,56.0,6.0,55.0,297.0,326.0,106.0,16.0,61.0,2.0,11.0,52.0,131.0,3.89,84.0,34.0,6.0,7.0,0.0,0.0,13.0,0.39,8.0,2.0,1.0,2.0,0.0,0.0,56.0,33.0,31.0,18.0,7.0,36.0,56.0,64.3,20.0,24.0,3.0,21.0,49.0,105.0,50.0,3.0,3318.0,73.0,699.0,1494.0,1151.0,81.0,3318.0,61.0,32.0,52.5,29.0,47.5,1992.0,9462.0,5442.0,95.0,24.0,31.0,22.0,2202.0,0.0,21.0,9.0,5.0,0.0,1.0,0.0,258.0,8.0,23.0,25.8,0,0,1,214.5
Ezgjan Alioski,mk MKD,Leeds United,28,1992,36.0,29.0,"2,461",27.3,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,1.6,1.6,3.3,4.9,77.0,132.0,122.0,0.07,0.11,0.18,0.07,0.18,0.06,0.12,0.18,0.06,0.18,Matches,25.0,8.0,32.0,0.91,0.29,0.08,0.25,19.0,0.0,0.06,0.4,0.4,1321.0,1670.0,79.1,20073.0,7163.0,703.0,788.0,89.2,521.0,619.0,84.2,58.0,147.0,39.5,2.3,-0.3,28.0,87.0,29.0,12.0,1410.0,255.0,29.0,1.0,7.0,62.0,226.0,0.0,0.0,0.0,0.0,5.0,44.0,71.0,2.6,57.0,5.0,0.0,5.0,3.0,1.0,5.0,0.18,3.0,1.0,0.0,1.0,0.0,0.0,74.0,31.0,38.0,28.0,8.0,32.0,74.0,43.2,42.0,17.0,2.0,15.0,23.0,97.0,50.0,2.0,1951.0,75.0,560.0,902.0,503.0,41.0,1951.0,26.0,11.0,42.3,15.0,57.7,1007.0,5508.0,3290.0,43.0,5.0,37.0,15.0,1197.0,0.0,39.0,44.0,6.0,0.0,2.0,0.0,146.0,39.0,44.0,47.0,0,1,1,12.605
Alisson,br BRA,Liverpool,27,1992,33.0,33.0,"2,970",33.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,Matches,1.0,1.0,100.0,0.03,0.03,1.0,1.0,8.4,0.0,0.09,0.9,0.9,1000.0,1157.0,86.4,22600.0,14023.0,223.0,225.0,99.1,578.0,590.0,98.0,191.0,330.0,57.9,0.0,0.0,0.0,4.0,1.0,0.0,919.0,234.0,61.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.15,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,2.0,5.0,26.0,7.0,1239.0,931.0,1224.0,16.0,1.0,1.0,1239.0,2.0,2.0,100.0,0.0,0.0,709.0,2807.0,1763.0,0.0,0.0,0.0,0.0,669.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,74.0,12.0,1.0,92.3,0,0,0,214.5
Allan,br BRA,Everton,29,1991,24.0,23.0,"2,051",22.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.8,1.1,30.0,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches,7.0,2.0,28.6,0.31,0.09,0.0,0.0,22.4,0.0,0.04,-0.3,-0.3,908.0,1068.0,85.0,14950.0,4370.0,430.0,468.0,91.9,354.0,405.0,87.4,82.0,116.0,70.7,0.8,-0.8,17.0,88.0,16.0,1.0,1029.0,35.0,22.0,1.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,18.0,39.0,1.71,33.0,1.0,4.0,1.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,80.0,45.0,39.0,37.0,4.0,28.0,95.0,29.5,67.0,31.0,12.0,19.0,19.0,99.0,25.0,1.0,1310.0,68.0,382.0,816.0,136.0,3.0,1310.0,49.0,31.0,63.3,18.0,36.7,721.0,4220.0,2314.0,31.0,2.0,21.0,18.0,831.0,0.0,37.0,30.0,0.0,0.0,0.0,0.0,187.0,4.0,11.0,26.7,0,1,0,40.27
Dele Alli,eng ENG,Tottenham,24,1996,15.0,7.0,620.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,3.3,15.0,26.0,30.0,0.0,0.15,0.15,0.0,0.15,0.3,0.18,0.47,0.3,0.47,Matches,12.0,4.0,33.3,1.74,0.58,0.0,0.0,15.4,0.0,0.17,-2.0,-2.0,275.0,345.0,79.7,3878.0,882.0,151.0,177.0,85.3,99.0,109.0,90.8,9.0,20.0,45.0,0.9,-0.2,9.0,15.0,7.0,1.0,316.0,27.0,8.0,1.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,2.0,12.0,22.0,3.19,19.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,8.0,6.0,4.0,7.0,19.0,36.8,12.0,9.0,0.0,9.0,7.0,25.0,3.0,0.0,444.0,7.0,64.0,241.0,146.0,23.0,444.0,25.0,11.0,44.0,14.0,56.0,276.0,1588.0,641.0,18.0,5.0,13.0,16.0,303.0,0.0,10.0,12.0,1.0,0.0,0.0,0.0,50.0,8.0,11.0,42.1,0,1,0,155.25
Miguel Almirón,py PAR,Newcastle Utd,26,1994,34.0,28.0,"2,429",27.0,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.2,3.2,2.9,6.1,70.0,90.0,109.0,0.15,0.04,0.19,0.15,0.19,0.12,0.11,0.23,0.12,0.23,Matches,33.0,14.0,42.4,1.22,0.52,0.12,0.29,19.2,1.0,0.1,0.8,0.8,708.0,895.0,79.1,10715.0,2430.0,369.0,422.0,87.4,245.0,289.0,84.8,51.0,92.0,55.4,2.2,-1.9,31.0,64.0,23.0,7.0,866.0,26.0,6.0,3.0,5.0,39.0,3.0,5.0,0.0,0.0,0.0,3.0,33.0,76.0,2.82,54.0,3.0,8.0,4.0,5.0,2.0,6.0,0.22,4.0,0.0,0.0,1.0,0.0,1.0,49.0,29.0,21.0,25.0,3.0,14.0,56.0,25.0,42.0,23.0,4.0,19.0,25.0,74.0,20.0,1.0,1179.0,33.0,230.0,557.0,421.0,40.0,1179.0,73.0,39.0,53.4,34.0,46.6,773.0,5516.0,2516.0,48.0,14.0,48.0,34.0,792.0,0.0,18.0,39.0,6.0,0.0,0.0,0.0,163.0,8.0,17.0,32.0,1,1,0,40.27
