player,nationality,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,position_fw,position_mf,position_df,team_coeff
Patrick van Aanholt,nl NED,Crystal Palace,29,1990,22.0,20.0,"1,777",19.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.4,1.4,0.7,2.1,38.0,103.0,87.0,0.0,0.05,0.05,0.0,0.05,0.07,0.04,0.11,0.07,0.11,Matches,18.0,5.0,27.8,0.91,0.25,0.0,0.0,21.1,3.0,0.08,-1.4,-1.4,906.0,1164.0,77.8,13287.0,5990.0,545.0,613.0,88.9,284.0,361.0,78.7,51.0,105.0,48.6,1.7,0.3,11.0,71.0,20.0,4.0,959.0,192.0,31.0,0.0,4.0,40.0,159.0,2.0,0.0,2.0,0.0,13.0,26.0,30.0,1.52,27.0,2.0,1.0,0.0,0.0,0.0,3.0,0.15,2.0,1.0,0.0,0.0,0.0,0.0,35.0,22.0,18.0,17.0,0.0,19.0,43.0,44.2,24.0,18.0,6.0,12.0,30.0,65.0,40.0,2.0,1353.0,61.0,420.0,612.0,329.0,37.0,1353.0,22.0,10.0,45.5,12.0,54.5,728.0,3406.0,1622.0,29.0,9.0,24.0,6.0,800.0,0.0,11.0,3.0,3.0,0.0,0.0,0.0,136.0,11.0,13.0,45.8,0,0,1,40.27
Tammy Abraham,eng ENG,Chelsea,22,1997,22.0,12.0,"1,040",11.6,6.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,5.9,5.9,0.7,6.6,12.0,11.0,66.0,0.52,0.09,0.61,0.52,0.61,0.51,0.06,0.57,0.51,0.57,Matches,32.0,13.0,40.6,2.77,1.13,0.19,0.46,10.7,0.0,0.18,0.1,0.1,149.0,211.0,70.6,1714.0,297.0,85.0,111.0,76.6,33.0,46.0,71.7,4.0,8.0,50.0,0.2,0.3,9.0,14.0,1.0,0.0,195.0,16.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,1.47,9.0,0.0,2.0,4.0,2.0,0.0,2.0,0.17,1.0,0.0,0.0,0.0,1.0,0.0,7.0,5.0,3.0,3.0,1.0,1.0,7.0,14.3,6.0,6.0,0.0,6.0,5.0,12.0,17.0,0.0,358.0,20.0,35.0,171.0,154.0,61.0,358.0,18.0,6.0,33.3,12.0,66.7,154.0,694.0,266.0,5.0,8.0,33.0,7.0,239.0,0.0,22.0,12.0,4.0,1.0,0.0,0.0,28.0,38.0,28.0,57.6,1,0,0,185.0
Che Adams,sct SCO,Southampton,24,1996,36.0,30.0,"2,667",29.6,9.0,5.0,14.0,9.0,0.0,0.0,1.0,0.0,9.8,9.8,5.0,14.8,32.0,57.0,149.0,0.3,0.17,0.47,0.3,0.47,0.33,0.17,0.5,0.33,0.5,Matches,55.0,31.0,56.4,1.86,1.05,0.16,0.29,13.8,0.0,0.18,-0.8,-0.8,431.0,622.0,69.3,6240.0,1416.0,228.0,308.0,74.0,125.0,162.0,77.2,34.0,49.0,69.4,3.0,0.0,37.0,35.0,23.0,1.0,615.0,2.0,1.0,7.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,19.0,68.0,2.29,50.0,0.0,2.0,7.0,9.0,0.0,7.0,0.24,6.0,0.0,0.0,0.0,1.0,0.0,25.0,16.0,4.0,15.0,6.0,6.0,17.0,35.3,11.0,20.0,2.0,18.0,4.0,29.0,19.0,1.0,926.0,24.0,98.0,403.0,439.0,97.0,926.0,50.0,28.0,56.0,22.0,44.0,516.0,2336.0,900.0,28.0,13.0,88.0,44.0,713.0,0.0,30.0,55.0,19.0,0.0,0.0,0.0,84.0,53.0,133.0,28.5,1,0,0,40.27
Tosin Adarabioyo,eng ENG,Fulham,22,1997,33.0,33.0,"2,953",32.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.3,1.4,5.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,18.0,5.0,27.8,0.55,0.15,0.0,0.0,10.5,0.0,0.06,-1.1,-1.1,1647.0,1918.0,85.9,33255.0,12650.0,484.0,551.0,87.8,949.0,1008.0,94.1,196.0,318.0,61.6,0.4,-0.3,5.0,71.0,5.0,0.0,1872.0,42.0,35.0,0.0,8.0,2.0,7.0,0.0,0.0,0.0,0.0,4.0,11.0,18.0,0.55,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,37.0,19.0,30.0,6.0,1.0,19.0,40.0,47.5,21.0,26.0,20.0,6.0,42.0,79.0,197.0,2.0,2272.0,398.0,1310.0,900.0,67.0,35.0,2272.0,14.0,11.0,78.6,3.0,21.4,1337.0,5844.0,3132.0,5.0,0.0,12.0,5.0,1522.0,0.0,16.0,6.0,2.0,0.0,1.0,1.0,143.0,82.0,38.0,68.3,0,0,1,0.0
Adrián,es ESP,Liverpool,33,1987,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,100.0,78.0,1796.0,1138.0,24.0,24.0,100.0,33.0,34.0,97.1,20.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,110.0,99.0,110.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,52.0,259.0,79.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0,0,0,0,214.5
Sergio Agüero,ar ARG,Manchester City,32,1988,12.0,7.0,559.0,6.2,4.0,1.0,5.0,3.0,1.0,2.0,0.0,0.0,3.5,1.9,1.2,3.1,12.0,12.0,39.0,0.64,0.16,0.81,0.48,0.64,0.56,0.19,0.75,0.31,0.5,Matches,17.0,10.0,58.8,2.74,1.61,0.18,0.3,14.6,0.0,0.11,0.5,1.1,140.0,173.0,80.9,1625.0,219.0,86.0,99.0,86.9,34.0,38.0,89.5,2.0,2.0,100.0,0.9,-0.2,7.0,12.0,5.0,1.0,163.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,2.9,13.0,0.0,3.0,1.0,0.0,1.0,3.0,0.48,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,2.0,11.0,18.2,9.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,234.0,0.0,5.0,99.0,131.0,45.0,232.0,13.0,8.0,61.5,5.0,38.5,155.0,769.0,330.0,10.0,3.0,15.0,11.0,191.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,12.0,2.0,4.0,33.3,1,0,0,240.75
Ola Aina,ng NGA,Fulham,23,1996,31.0,31.0,"2,664",29.6,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.2,1.2,1.5,2.8,63.0,106.0,50.0,0.07,0.03,0.1,0.07,0.1,0.04,0.05,0.09,0.04,0.09,Matches,14.0,4.0,28.6,0.47,0.14,0.14,0.5,24.6,1.0,0.09,0.8,0.8,1352.0,1769.0,76.4,22797.0,9159.0,642.0,717.0,89.5,565.0,704.0,80.3,112.0,257.0,43.6,1.2,-0.5,15.0,92.0,15.0,9.0,1486.0,282.0,28.0,0.0,13.0,52.0,254.0,0.0,0.0,0.0,0.0,1.0,34.0,27.0,0.91,23.0,3.0,0.0,0.0,1.0,0.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0,37.0,20.0,22.0,7.0,8.0,21.0,43.0,48.8,22.0,22.0,6.0,16.0,45.0,82.0,94.0,2.0,2052.0,105.0,781.0,957.0,330.0,17.0,2052.0,33.0,21.0,63.6,12.0,36.4,1070.0,5595.0,3024.0,40.0,5.0,27.0,10.0,1254.0,0.0,32.0,25.0,2.0,0.0,0.0,0.0,147.0,31.0,36.0,46.3,0,0,1,0.0
Rayan Aït-Nouri,dz ALG,Wolves,19,2001,21.0,16.0,"1,404",15.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.6,1.2,47.0,54.0,85.0,0.06,0.06,0.13,0.06,0.13,0.04,0.04,0.08,0.04,0.08,Matches,15.0,6.0,40.0,0.96,0.38,0.07,0.17,19.8,0.0,0.04,0.4,0.4,662.0,805.0,82.2,9828.0,2664.0,362.0,392.0,92.3,248.0,296.0,83.8,25.0,57.0,43.9,0.8,0.4,14.0,35.0,16.0,6.0,675.0,129.0,6.0,0.0,3.0,61.0,116.0,7.0,1.0,6.0,0.0,1.0,20.0,32.0,2.05,21.0,4.0,6.0,0.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,29.0,16.0,18.0,10.0,1.0,13.0,27.0,48.1,14.0,14.0,1.0,13.0,15.0,44.0,25.0,0.0,996.0,42.0,267.0,430.0,309.0,26.0,996.0,54.0,26.0,48.1,28.0,51.9,573.0,2959.0,1702.0,34.0,9.0,30.0,19.0,622.0,0.0,15.0,19.0,1.0,0.0,1.0,0.0,86.0,5.0,23.0,17.9,0,0,1,40.27
Semi Ajayi,ng NGA,West Brom,26,1993,33.0,31.0,"2,780",30.9,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,1.9,1.9,0.5,2.4,13.0,73.0,7.0,0.06,0.0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08,Matches,13.0,4.0,30.8,0.42,0.13,0.15,0.5,9.8,0.0,0.15,0.1,0.1,719.0,999.0,72.0,13941.0,6401.0,264.0,316.0,83.5,374.0,460.0,81.3,76.0,188.0,40.4,0.3,-0.5,7.0,68.0,4.0,0.0,931.0,61.0,13.0,0.0,10.0,7.0,48.0,0.0,0.0,0.0,0.0,7.0,7.0,14.0,0.45,13.0,0.0,1.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,40.0,14.0,34.0,6.0,0.0,23.0,41.0,56.1,18.0,51.0,32.0,19.0,42.0,82.0,122.0,2.0,1325.0,223.0,691.0,559.0,86.0,43.0,1325.0,18.0,10.0,55.6,8.0,44.4,536.0,3098.0,1537.0,10.0,2.0,24.0,5.0,652.0,0.0,28.0,4.0,1.0,0.0,2.0,0.0,161.0,74.0,54.0,57.8,0,0,1,70.5
Nathan Aké,nl NED,Manchester City,25,1995,10.0,9.0,797.0,8.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.0,0.3,12.0,52.0,6.0,0.11,0.0,0.11,0.11,0.11,0.03,0.0,0.03,0.03,0.03,Matches,3.0,1.0,33.3,0.34,0.11,0.33,1.0,15.5,0.0,0.09,0.7,0.7,709.0,763.0,92.9,11178.0,3225.0,348.0,363.0,95.9,319.0,336.0,94.9,26.0,35.0,74.3,0.2,0.0,1.0,55.0,2.0,0.0,741.0,22.0,11.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.56,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,3.0,6.0,1.0,3.0,4.0,75.0,1.0,2.0,1.0,1.0,9.0,19.0,23.0,0.0,819.0,40.0,182.0,570.0,67.0,6.0,819.0,1.0,0.0,0.0,1.0,100.0,569.0,2748.0,1678.0,22.0,0.0,2.0,1.0,658.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,30.0,24.0,17.0,58.5,0,0,1,240.75
