player,nationality,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,position_fw,position_mf,position_df,team_coeff
Ola Aina,ng NGA,Nott'ham Forest,26,1996,22.0,20.0,"1,692",18.8,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.9,1.2,52.0,69.0,37.0,0.05,0.05,0.11,0.05,0.11,0.01,0.05,0.06,0.01,0.06,Matches,11.0,1.0,9.1,0.59,0.05,0.09,1.0,26.6,0.0,0.02,0.7,0.7,605.0,803.0,75.3,9657.0,4065.0,329.0,375.0,87.7,217.0,284.0,76.4,46.0,99.0,46.5,1.0,0.1,11.0,58.0,13.0,6.0,650.0,150.0,12.0,2.0,2.0,28.0,138.0,0.0,0.0,0.0,0.0,3.0,17.0,38.0,2.02,25.0,5.0,3.0,1.0,3.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,47.0,31.0,31.0,12.0,4.0,29.0,40.0,72.5,11.0,19.0,3.0,16.0,18.0,65.0,51.0,1.0,1020.0,62.0,340.0,464.0,227.0,13.0,1020.0,45.0,27.0,60.0,14.0,31.1,494.0,3136.0,1828.0,28.0,11.0,24.0,10.0,539.0,0.0,18.0,25.0,2.0,0.0,1.0,0.0,97.0,17.0,12.0,58.6,0,0,1,40.27
Rayan Aït-Nouri,dz ALG,Wolves,22,2001,33.0,29.0,"2,329",25.9,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,3.3,3.3,2.4,5.6,67.0,99.0,99.0,0.08,0.04,0.12,0.08,0.12,0.13,0.09,0.22,0.13,0.22,Matches,24.0,8.0,33.3,0.93,0.31,0.08,0.25,16.8,0.0,0.14,-1.3,-1.3,1005.0,1190.0,84.5,13946.0,3935.0,627.0,688.0,91.1,297.0,344.0,86.3,38.0,72.0,52.8,1.7,-1.4,25.0,60.0,13.0,4.0,1047.0,138.0,24.0,2.0,5.0,41.0,106.0,8.0,5.0,2.0,0.0,5.0,24.0,65.0,2.51,41.0,9.0,6.0,3.0,6.0,0.0,5.0,0.19,2.0,0.0,0.0,0.0,3.0,0.0,71.0,44.0,41.0,23.0,7.0,28.0,49.0,57.1,21.0,32.0,6.0,26.0,15.0,86.0,38.0,0.0,1523.0,56.0,406.0,699.0,446.0,49.0,1523.0,115.0,62.0,53.9,39.0,33.9,868.0,4898.0,2435.0,48.0,8.0,51.0,56.0,1007.0,0.0,25.0,53.0,8.0,1.0,1.0,0.0,136.0,21.0,25.0,45.7,0,1,1,40.27
Kristoffer Ajer,no NOR,Brentford,25,1998,28.0,21.0,"1,832",20.4,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.3,1.3,2.3,3.6,22.0,61.0,31.0,0.1,0.05,0.15,0.1,0.15,0.06,0.11,0.18,0.06,0.18,Matches,12.0,4.0,33.3,0.59,0.2,0.17,0.5,9.9,0.0,0.11,0.7,0.7,610.0,810.0,75.3,10210.0,3786.0,291.0,337.0,86.4,263.0,332.0,79.2,45.0,103.0,43.7,2.7,-1.3,12.0,56.0,10.0,3.0,730.0,79.0,9.0,1.0,9.0,22.0,65.0,0.0,0.0,0.0,0.0,1.0,11.0,27.0,1.33,24.0,0.0,1.0,2.0,0.0,0.0,3.0,0.15,3.0,0.0,0.0,0.0,0.0,0.0,38.0,21.0,25.0,9.0,4.0,23.0,36.0,63.9,13.0,26.0,11.0,15.0,25.0,63.0,79.0,1.0,1042.0,112.0,430.0,457.0,158.0,58.0,1042.0,12.0,10.0,83.3,2.0,16.7,464.0,2367.0,1435.0,11.0,5.0,16.0,6.0,563.0,0.0,25.0,10.0,1.0,0.0,0.0,0.0,60.0,63.0,23.0,73.3,0,0,1,0.0
Manuel Akanji,ch SUI,Manchester City,28,1995,30.0,28.0,"2,511",27.9,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,1.9,1.9,0.5,2.4,46.0,148.0,36.0,0.07,0.0,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09,Matches,15.0,5.0,33.3,0.54,0.18,0.13,0.4,17.0,0.0,0.13,0.1,0.1,2180.0,2334.0,93.4,35688.0,9787.0,1091.0,1136.0,96.0,923.0,975.0,94.7,126.0,163.0,77.3,1.8,-0.5,13.0,214.0,15.0,2.0,2261.0,71.0,34.0,4.0,15.0,9.0,27.0,0.0,0.0,0.0,0.0,2.0,10.0,55.0,1.97,45.0,1.0,0.0,3.0,2.0,4.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0,42.0,28.0,16.0,18.0,8.0,22.0,39.0,56.4,17.0,28.0,12.0,16.0,23.0,65.0,70.0,3.0,2544.0,163.0,779.0,1385.0,392.0,27.0,2544.0,4.0,2.0,50.0,2.0,50.0,1639.0,8282.0,4923.0,51.0,3.0,14.0,9.0,1983.0,1.0,17.0,19.0,0.0,0.0,0.0,0.0,142.0,27.0,27.0,50.0,0,1,1,240.75
Nathan Aké,nl NED,Manchester City,28,1995,29.0,24.0,"2,042",22.7,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,1.2,3.7,24.0,116.0,18.0,0.09,0.09,0.18,0.09,0.18,0.11,0.05,0.16,0.11,0.16,Matches,20.0,5.0,25.0,0.88,0.22,0.1,0.4,10.8,0.0,0.12,-0.5,-0.5,1716.0,1864.0,92.1,26189.0,8717.0,882.0,921.0,95.8,750.0,796.0,94.2,43.0,85.0,50.6,1.1,0.8,10.0,148.0,5.0,1.0,1744.0,118.0,32.0,1.0,3.0,11.0,81.0,0.0,0.0,0.0,0.0,2.0,14.0,36.0,1.59,28.0,0.0,2.0,4.0,1.0,1.0,6.0,0.26,3.0,0.0,1.0,2.0,0.0,0.0,26.0,16.0,15.0,8.0,3.0,13.0,20.0,65.0,7.0,17.0,2.0,15.0,14.0,40.0,54.0,0.0,2026.0,105.0,634.0,1116.0,281.0,38.0,2026.0,10.0,5.0,50.0,3.0,30.0,1280.0,6039.0,3501.0,43.0,1.0,8.0,2.0,1507.0,0.0,10.0,18.0,0.0,0.0,0.0,0.0,119.0,46.0,28.0,62.2,0,0,1,240.75
Thiago Alcántara,es ESP,Liverpool,32,1991,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,70.0,130.0,30.0,3.0,3.0,100.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,5.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,33.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,214.5
Trent Alexander-Arnold,eng ENG,Liverpool,24,1998,28.0,25.0,"2,155",23.9,3.0,4.0,7.0,3.0,0.0,0.0,6.0,0.0,2.6,2.3,7.2,9.5,45.0,205.0,97.0,0.13,0.17,0.29,0.13,0.29,0.11,0.3,0.41,0.1,0.4,Matches,47.0,8.0,17.0,1.96,0.33,0.06,0.38,24.4,5.0,0.05,0.4,0.7,1553.0,2062.0,75.3,30386.0,12434.0,676.0,734.0,92.1,607.0,762.0,79.7,244.0,495.0,49.3,6.1,-3.2,64.0,202.0,57.0,18.0,1705.0,346.0,77.0,22.0,32.0,168.0,198.0,71.0,10.0,52.0,0.0,11.0,23.0,126.0,5.27,80.0,33.0,5.0,6.0,0.0,2.0,7.0,0.29,4.0,3.0,0.0,0.0,0.0,0.0,39.0,26.0,26.0,11.0,2.0,27.0,87.0,31.0,60.0,22.0,2.0,20.0,31.0,70.0,48.0,5.0,2296.0,75.0,523.0,1217.0,582.0,34.0,2296.0,52.0,28.0,53.8,21.0,40.4,1250.0,5701.0,2724.0,48.0,7.0,27.0,6.0,1492.0,0.0,9.0,9.0,2.0,0.0,0.0,0.0,176.0,8.0,6.0,57.1,0,0,1,214.5
Alisson,br BRA,Liverpool,30,1992,28.0,28.0,"2,520",28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,1142.0,86.3,21428.0,13147.0,238.0,239.0,99.6,597.0,607.0,98.4,147.0,284.0,51.8,0.0,0.0,1.0,8.0,0.0,0.0,983.0,154.0,38.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,11.0,0.39,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,1196.0,754.0,1145.0,52.0,0.0,0.0,1196.0,0.0,0.0,0.0,0.0,0.0,850.0,3713.0,2361.0,0.0,0.0,4.0,0.0,764.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,36.0,6.0,2.0,75.0,0,0,0,214.5
Miguel Almirón,py PAR,Newcastle Utd,29,1994,33.0,23.0,"1,937",21.5,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,4.5,4.5,2.6,7.2,78.0,78.0,162.0,0.14,0.05,0.19,0.14,0.19,0.21,0.12,0.33,0.21,0.33,Matches,41.0,12.0,29.3,1.91,0.56,0.07,0.25,16.1,0.0,0.11,-1.5,-1.5,668.0,801.0,83.4,9023.0,1846.0,411.0,456.0,90.1,208.0,250.0,83.2,21.0,38.0,55.3,2.4,-1.6,24.0,38.0,21.0,3.0,788.0,10.0,2.0,5.0,0.0,24.0,7.0,1.0,0.0,0.0,0.0,3.0,16.0,52.0,2.41,40.0,1.0,3.0,7.0,1.0,0.0,4.0,0.19,2.0,1.0,0.0,1.0,0.0,0.0,36.0,24.0,13.0,15.0,8.0,11.0,29.0,37.9,18.0,29.0,2.0,27.0,10.0,46.0,13.0,0.0,1029.0,25.0,137.0,430.0,475.0,86.0,1029.0,52.0,23.0,44.2,22.0,42.3,652.0,4488.0,2276.0,43.0,22.0,30.0,27.0,741.0,0.0,16.0,22.0,10.0,0.0,0.0,0.0,97.0,6.0,7.0,46.2,1,0,0,40.27
Edson Álvarez,mx MEX,West Ham,25,1997,31.0,28.0,"2,377",26.4,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,1.3,1.3,0.6,1.9,20.0,91.0,26.0,0.04,0.04,0.08,0.04,0.08,0.05,0.02,0.07,0.05,0.07,Matches,17.0,3.0,17.6,0.64,0.11,0.06,0.33,21.1,0.0,0.08,-0.3,-0.3,1033.0,1207.0,85.6,17083.0,5225.0,518.0,573.0,90.4,401.0,445.0,90.1,87.0,132.0,65.9,0.8,0.4,12.0,87.0,6.0,1.0,1184.0,18.0,15.0,2.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,14.0,32.0,1.21,24.0,0.0,2.0,3.0,0.0,3.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,80.0,39.0,47.0,26.0,7.0,31.0,66.0,47.0,35.0,59.0,20.0,39.0,42.0,122.0,81.0,0.0,1599.0,150.0,565.0,854.0,201.0,16.0,1599.0,42.0,27.0,64.3,14.0,33.3,890.0,5147.0,2227.0,27.0,1.0,38.0,30.0,948.0,0.0,33.0,15.0,1.0,0.0,1.0,0.0,164.0,30.0,34.0,46.9,0,1,0,70.5
