player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Eiran Cashin,ie IRL,DF,0,22,2001,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,28.0,82.1,407.0,196.0,9.0,10.0,90.0,13.0,13.0,100.0,1.0,5.0,20.0,0.0,0.0,5.0,0.0,0.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,2.0,10.0,20.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,66.7
Timothy Castagne,be BEL,DF,0,28,1995,24.0,17.0,"1,649",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,0.4,0.4,0.0,0.02,0.0,0.0,0.02,0.0,18.3,0.0,3.0,0.0,37.5,0.0,0.16,0.0,0.0,0.05,-0.4,-0.4,780.0,953.0,81.8,12441.0,3910.0,397.0,442.0,89.8,328.0,382.0,85.9,37.0,75.0,49.3,0.0,9.0,51.0,5.0,3.0,62.0,813.0,140.0,10.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,26.0,25.0,1.36,21.0,0.0,0.0,2.0,1.0,3.0,0.16,2.0,0.0,0.0,1.0,0.0,0.0,46.0,29.0,28.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,9.0,22.0,83.0,0.0,1164.0,92.0,449.0,462.0,259.0,32.0,1164.0,0.0,0.0,0.0,0.0,0.0,547.0,0.0,0.0,17.0,15.0,2.0,0.0,665.0,0.0,15.0,5.0,0.0,15.0,6.0,1.0,0.0,1.0,0.0,57.0,34.0,35.0,49.3
Trevoh Chalobah,eng ENG,DF,0,25,1999,12.0,12.0,"1,060",3.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,1.2,1.2,0.0,0.1,0.0,0.0,0.1,0.0,11.8,0.0,4.0,0.0,36.4,0.0,0.34,0.27,0.75,0.11,+1.8,+1.8,349.0,442.0,79.0,6831.0,2195.0,125.0,141.0,88.7,178.0,209.0,85.2,42.0,82.0,51.2,0.0,4.0,27.0,2.0,1.0,34.0,426.0,16.0,11.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,11.0,0.93,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,7.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,0.0,10.0,19.0,57.0,3.0,594.0,66.0,275.0,276.0,51.0,14.0,594.0,0.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0,11.0,9.0,1.0,0.0,317.0,0.0,4.0,7.0,0.0,10.0,15.0,1.0,0.0,0.0,0.0,56.0,22.0,19.0,53.7
Trevoh Chalobah,eng ENG,DF,0,25,1999,13.0,11.0,910.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.1,0.8,0.8,0.0,0.08,0.0,0.0,0.08,0.0,10.1,0.0,2.0,0.0,28.6,0.0,0.2,0.0,0.0,0.11,-0.8,-0.8,609.0,677.0,90.0,10527.0,3326.0,267.0,281.0,95.0,300.0,314.0,95.5,38.0,72.0,52.8,0.0,3.0,42.0,3.0,0.0,37.0,654.0,23.0,11.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,13.0,1.29,10.0,0.0,0.0,2.0,0.0,3.0,0.3,1.0,0.0,0.0,1.0,0.0,1.0,11.0,7.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,10.0,48.0,1.0,774.0,73.0,331.0,389.0,59.0,12.0,774.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,4.0,5.0,1.0,0.0,574.0,0.0,3.0,2.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,29.0,23.0,12.0,65.7
Conor Chaplin,eng ENG,"MF,FW",0,27,1997,22.0,10.0,857.0,1.0,1.0,0.0,0.0,2.0,0.0,0.11,0.11,0.21,0.11,0.21,1.5,1.5,0.0,0.16,0.0,0.0,0.16,0.0,9.5,0.0,3.0,0.0,18.8,0.0,0.32,0.06,0.33,0.09,-0.5,-0.5,235.0,319.0,73.7,3800.0,927.0,112.0,140.0,80.0,104.0,127.0,81.9,11.0,27.0,40.7,0.0,8.0,21.0,7.0,2.0,29.0,282.0,37.0,3.0,10.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,22.0,2.32,19.0,3.0,0.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,7.0,4.0,3.0,0.0,390.0,7.0,74.0,183.0,138.0,18.0,390.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,13.0,9.0,0.0,0.0,264.0,0.0,12.0,5.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,27.0,3.0,9.0,25.0
Youssef Chermiti,pt POR,"FW,MF",0,20,2004,4.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.22,0.0,0.0,0.22,0.0,0.5,0.0,1.0,0.0,33.3,0.0,2.0,0.0,0.0,0.04,-0.1,-0.1,6.0,11.0,54.5,78.0,14.0,4.0,7.0,57.1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,6.0,9.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,66.7
Federico Chiesa,it ITA,FW,0,26,1997,6.0,1.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.28,0.0,0.0,0.28,0.0,1.2,0.0,2.0,0.0,40.0,0.0,1.67,0.0,0.0,0.07,-0.3,-0.3,27.0,31.0,87.1,373.0,131.0,17.0,18.0,94.4,6.0,8.0,75.0,2.0,2.0,100.0,0.0,2.0,4.0,1.0,0.0,3.0,30.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,0.83,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,46.0,2.0,10.0,15.0,21.0,4.0,46.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,3.0,1.0,1.0,0.0,33.0,0.0,3.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0
Ben Chilwell,eng ENG,DF,0,27,1996,8.0,1.0,259.0,1.0,0.0,0.0,0.0,1.0,0.0,0.35,0.0,0.35,0.35,0.35,0.2,0.2,0.0,0.08,0.0,0.0,0.08,0.0,2.9,0.0,3.0,2.0,60.0,0.0,1.04,0.2,0.33,0.05,+0.8,+0.8,92.0,125.0,73.6,1512.0,497.0,48.0,55.0,87.3,36.0,45.0,80.0,6.0,18.0,33.3,0.0,5.0,7.0,3.0,0.0,8.0,95.0,30.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,4.0,8.0,2.77,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,4.0,6.0,16.0,0.0,175.0,10.0,63.0,76.0,42.0,3.0,175.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,5.0,2.0,1.0,0.0,68.0,0.0,4.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,20.0,3.0,4.0,42.9
Chiquinho,pt POR,MF,0,24,2000,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,71.0,22.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hamza Choudhury,bd BAN,"MF,DF",0,26,1997,4.0,1.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,84.0,85.7,991.0,249.0,47.0,50.0,94.0,23.0,29.0,79.3,2.0,4.0,50.0,0.0,2.0,10.0,1.0,1.0,3.0,81.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,5.0,2.0,0.0,100.0,4.0,19.0,61.0,20.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,4.0,2.0,2.0,0.0,71.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Ryan Christie,sct SCO,MF,0,29,1995,29.0,27.0,"2,117",2.0,3.0,0.0,0.0,9.0,0.0,0.09,0.13,0.21,0.09,0.21,1.8,1.8,0.0,0.08,0.0,0.0,0.08,0.0,23.5,0.0,12.0,0.0,36.4,0.0,0.51,0.06,0.17,0.06,+0.2,+0.2,837.0,1056.0,79.3,14882.0,4269.0,368.0,417.0,88.2,378.0,430.0,87.9,82.0,168.0,48.8,0.0,41.0,118.0,33.0,5.0,137.0,990.0,60.0,21.0,8.0,0.0,9.0,48.0,26.0,17.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,19.0,85.0,3.62,72.0,7.0,0.0,3.0,2.0,9.0,0.38,8.0,1.0,0.0,0.0,0.0,0.0,54.0,33.0,19.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,11.0,0.0,33.0,30.0,51.0,3.0,1376.0,74.0,256.0,773.0,372.0,46.0,1376.0,0.0,0.0,0.0,0.0,0.0,726.0,0.0,0.0,34.0,40.0,8.0,0.0,777.0,0.0,44.0,25.0,0.0,43.0,31.0,1.0,0.0,0.0,0.0,182.0,20.0,28.0,41.7
Harry Clarke,eng ENG,DF,0,23,2001,7.0,4.0,379.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.0,0.0,0.02,0.0,4.2,0.0,1.0,0.0,100.0,0.0,0.24,0.0,0.0,0.08,-0.1,-0.1,190.0,236.0,80.5,3442.0,1226.0,87.0,95.0,91.6,77.0,88.0,87.5,23.0,40.0,57.5,0.0,1.0,21.0,1.0,0.0,14.0,211.0,25.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,4.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,4.0,14.0,3.0,268.0,18.0,100.0,122.0,47.0,2.0,268.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,5.0,7.0,0.0,0.0,163.0,0.0,4.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,17.0,10.0,4.0,71.4
Jack Clarke,eng ENG,"FW,MF",0,23,2000,32.0,12.0,"1,181",0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.3,0.3,0.0,0.3,1.2,1.2,0.0,0.09,0.0,0.0,0.09,0.0,13.1,0.0,2.0,0.0,11.8,0.0,0.15,0.0,0.0,0.07,-1.2,-1.2,302.0,393.0,76.8,4942.0,1242.0,151.0,173.0,87.3,131.0,153.0,85.6,16.0,31.0,51.6,0.0,28.0,27.0,9.0,0.0,44.0,372.0,19.0,2.0,1.0,0.0,3.0,13.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,18.0,50.0,3.81,42.0,2.0,0.0,0.0,0.0,5.0,0.38,4.0,1.0,0.0,0.0,0.0,0.0,32.0,20.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,7.0,29.0,2.0,553.0,24.0,125.0,229.0,215.0,38.0,553.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,39.0,21.0,12.0,0.0,338.0,0.0,25.0,22.0,0.0,15.0,23.0,3.0,0.0,0.0,0.0,75.0,7.0,18.0,28.0
Nathaniel Clyne,eng ENG,"DF,MF",0,33,1991,13.0,5.0,483.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,171.0,225.0,76.0,3113.0,1102.0,72.0,89.0,80.9,84.0,95.0,88.4,14.0,30.0,46.7,0.0,3.0,16.0,2.0,1.0,7.0,207.0,16.0,1.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,8.0,3.0,0.56,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,3.0,14.0,1.0,273.0,18.0,111.0,125.0,37.0,3.0,273.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,6.0,2.0,3.0,0.0,178.0,0.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0,12.5
Conor Coady,eng ENG,DF,0,31,1993,22.0,19.0,"1,714",1.0,0.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,0.4,0.4,0.0,0.02,0.0,0.0,0.02,0.0,19.0,0.0,2.0,0.0,100.0,0.0,0.11,0.5,0.5,0.21,+0.6,+0.6,977.0,1072.0,91.1,17121.0,6371.0,405.0,418.0,96.9,507.0,523.0,96.9,61.0,112.0,54.5,0.0,1.0,34.0,2.0,0.0,32.0,1010.0,58.0,29.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,6.0,0.32,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,24.0,0.0,8.0,13.0,71.0,2.0,1210.0,234.0,689.0,503.0,20.0,8.0,1210.0,0.0,0.0,0.0,0.0,0.0,789.0,0.0,0.0,3.0,3.0,1.0,0.0,878.0,0.0,4.0,3.0,0.0,8.0,2.0,1.0,0.0,2.0,0.0,62.0,13.0,22.0,37.1
Séamus Coleman,ie IRL,DF,0,35,1988,5.0,3.0,215.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.24,0.0,0.0,0.24,0.0,2.4,0.0,1.0,0.0,100.0,0.0,0.42,0.0,0.0,0.57,-0.6,-0.6,74.0,98.0,75.5,1299.0,642.0,36.0,38.0,94.7,27.0,34.0,79.4,8.0,19.0,42.1,0.0,0.0,8.0,2.0,0.0,11.0,78.0,19.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,2.0,2.0,0.84,1.0,0.0,0.0,0.0,0.0,1.0,0.42,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,1.0,8.0,0.0,121.0,12.0,42.0,54.0,26.0,3.0,121.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,1.0,2.0,0.0,0.0,68.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,66.7
Nathan Collins,ie IRL,DF,0,23,2001,38.0,38.0,"3,420",2.0,3.0,0.0,0.0,5.0,0.0,0.05,0.08,0.13,0.05,0.13,2.5,2.5,0.0,0.07,0.0,0.0,0.07,0.0,38.0,0.0,6.0,0.0,35.3,0.0,0.16,0.12,0.33,0.15,-0.5,-0.5,1705.0,1985.0,85.9,32826.0,10799.0,557.0,635.0,87.7,989.0,1068.0,92.6,145.0,239.0,60.7,0.0,10.0,111.0,7.0,2.0,127.0,1897.0,83.0,69.0,3.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,8.0,30.0,0.79,22.0,2.0,0.0,3.0,2.0,8.0,0.21,4.0,1.0,0.0,1.0,2.0,0.0,40.0,24.0,23.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,57.0,0.0,20.0,34.0,226.0,3.0,2435.0,385.0,1275.0,1002.0,169.0,69.0,2435.0,0.0,0.0,0.0,0.0,0.0,1289.0,0.0,0.0,32.0,12.0,1.0,0.0,1490.0,0.0,20.0,8.0,0.0,29.0,31.0,6.0,2.0,0.0,0.0,162.0,117.0,69.0,62.9
Toby Collyer,eng ENG,MF,0,20,2004,6.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.09,0.0,0.0,0.09,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,-0.2,-0.2,76.0,92.0,82.6,1127.0,121.0,37.0,43.0,86.0,32.0,37.0,86.5,3.0,4.0,75.0,0.0,2.0,3.0,1.0,0.0,5.0,88.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,129.0,9.0,46.0,59.0,25.0,3.0,129.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,11.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,75.0
Levi Colwill,eng ENG,DF,0,21,2003,35.0,35.0,"3,149",2.0,1.0,0.0,0.0,9.0,0.0,0.06,0.03,0.09,0.06,0.09,1.9,1.9,0.0,0.05,0.0,0.0,0.05,0.0,35.0,0.0,4.0,0.0,23.5,0.0,0.11,0.12,0.5,0.11,+0.1,+0.1,2338.0,2619.0,89.3,42476.0,14955.0,813.0,880.0,92.4,1357.0,1426.0,95.2,142.0,253.0,56.1,0.0,14.0,148.0,7.0,3.0,131.0,2418.0,197.0,91.0,3.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,21.0,38.0,1.09,34.0,2.0,0.0,1.0,0.0,3.0,0.09,2.0,0.0,0.0,0.0,0.0,1.0,47.0,34.0,25.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,25.0,0.0,12.0,33.0,118.0,4.0,2904.0,383.0,1363.0,1417.0,140.0,36.0,2904.0,0.0,0.0,0.0,0.0,0.0,1621.0,0.0,0.0,14.0,12.0,1.0,0.0,2092.0,0.0,14.0,8.0,0.0,45.0,21.0,5.0,0.0,1.0,0.0,121.0,82.0,53.0,60.7
Lewis Cook,eng ENG,"MF,DF",0,27,1997,36.0,32.0,"2,978",1.0,3.0,0.0,0.0,8.0,1.0,0.03,0.09,0.12,0.03,0.12,0.9,0.9,0.0,0.03,0.0,0.0,0.03,0.0,33.1,0.0,4.0,1.0,28.6,0.0,0.12,0.07,0.25,0.07,+0.1,+0.1,1224.0,1585.0,77.2,21139.0,7153.0,542.0,635.0,85.4,546.0,641.0,85.2,109.0,240.0,45.4,0.0,48.0,157.0,26.0,11.0,158.0,1358.0,225.0,71.0,3.0,0.0,2.0,132.0,77.0,65.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,2.0,0.0,0.0,26.0,89.0,2.69,69.0,18.0,0.0,2.0,0.0,5.0,0.15,2.0,1.0,0.0,2.0,0.0,0.0,81.0,42.0,41.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,0.0,19.0,41.0,70.0,0.0,1900.0,87.0,440.0,1010.0,470.0,20.0,1900.0,0.0,0.0,0.0,0.0,0.0,825.0,0.0,0.0,33.0,29.0,4.0,0.0,965.0,0.0,31.0,18.0,0.0,49.0,10.0,3.0,0.0,1.0,0.0,187.0,41.0,34.0,54.7
