player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Hamza Choudhury,bd BAN,"DF,MF",0,23,1997,6.0,4.0,285.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,128.0,156.0,82.1,2041.0,543.0,68.0,74.0,91.9,47.0,54.0,87.0,10.0,18.0,55.6,0.0,0.0,3.0,0.0,0.0,5.0,145.0,11.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,3.0,0.95,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,206.0,18.0,94.0,105.0,8.0,2.0,206.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,4.0,1.0,0.0,124.0,0.0,8.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,15.0,10.0,2.0,83.3
Andreas Christensen,dk DEN,DF,0,25,1996,19.0,17.0,"1,496",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.04,0.0,0.0,0.04,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-0.6,-0.6,1201.0,1336.0,89.9,21164.0,7424.0,495.0,535.0,92.5,586.0,631.0,92.9,100.0,135.0,74.1,0.0,6.0,88.0,6.0,1.0,81.0,1289.0,46.0,33.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,5.0,9.0,0.54,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,8.0,29.0,57.0,1.0,1477.0,147.0,645.0,772.0,68.0,5.0,1477.0,0.0,0.0,0.0,0.0,0.0,823.0,0.0,0.0,14.0,15.0,0.0,0.0,1058.0,0.0,3.0,1.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,110.0,48.0,38.0,55.8
Carney Chukwuemeka,eng ENG,"MF,FW",0,17,2003,12.0,2.0,301.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.6,0.6,0.0,0.19,0.0,0.0,0.19,0.0,3.3,0.0,1.0,0.0,25.0,0.0,0.3,0.0,0.0,0.16,-0.6,-0.6,98.0,121.0,81.0,1261.0,218.0,66.0,74.0,89.2,26.0,30.0,86.7,3.0,3.0,100.0,0.0,2.0,5.0,0.0,0.0,7.0,118.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,1.49,5.0,0.0,0.0,0.0,0.0,2.0,0.59,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,1.0,167.0,3.0,22.0,89.0,58.0,11.0,167.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,9.0,6.0,5.0,0.0,123.0,0.0,9.0,6.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,16.0,7.0,9.0,43.8
Ciaran Clark,ie IRL,DF,0,31,1989,13.0,12.0,"1,014",0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.09,0.09,0.0,0.09,1.1,1.1,0.0,0.1,0.0,0.0,0.1,0.0,11.3,0.0,1.0,0.0,14.3,0.0,0.09,0.0,0.0,0.15,-1.1,-1.1,290.0,370.0,78.4,5127.0,1772.0,110.0,126.0,87.3,152.0,181.0,84.0,20.0,41.0,48.8,0.0,4.0,15.0,1.0,1.0,17.0,360.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,8.0,0.71,7.0,0.0,0.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,3.0,13.0,43.0,1.0,464.0,73.0,258.0,175.0,33.0,22.0,464.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,2.0,3.0,0.0,0.0,259.0,0.0,3.0,2.0,0.0,6.0,5.0,1.0,0.0,1.0,0.0,49.0,26.0,15.0,63.4
Tom Cleverley,eng ENG,MF,0,31,1989,28.0,20.0,"1,616",0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.11,0.11,0.0,0.11,0.7,0.7,0.0,0.04,0.0,0.0,0.04,0.0,18.0,0.0,7.0,0.0,58.3,0.0,0.39,0.0,0.0,0.06,-0.7,-0.7,479.0,658.0,72.8,7468.0,2178.0,239.0,280.0,85.4,169.0,212.0,79.7,40.0,109.0,36.7,0.0,20.0,42.0,8.0,5.0,64.0,569.0,87.0,27.0,1.0,0.0,3.0,54.0,32.0,19.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,12.0,36.0,2.0,22.0,10.0,0.0,1.0,3.0,3.0,0.17,2.0,1.0,0.0,0.0,0.0,0.0,37.0,20.0,19.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,17.0,18.0,19.0,3.0,803.0,34.0,176.0,394.0,241.0,10.0,803.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,8.0,13.0,5.0,0.0,440.0,0.0,16.0,16.0,0.0,28.0,19.0,2.0,0.0,0.0,0.0,81.0,14.0,29.0,32.6
Nathaniel Clyne,eng ENG,DF,0,30,1991,16.0,15.0,"1,351",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,0.1,0.1,0.0,0.01,0.0,0.0,0.01,0.0,15.0,0.0,2.0,0.0,66.7,0.0,0.13,0.0,0.0,0.03,-0.1,-0.1,561.0,727.0,77.2,8523.0,3116.0,289.0,322.0,89.8,228.0,292.0,78.1,22.0,64.0,34.4,0.0,6.0,24.0,7.0,3.0,36.0,561.0,164.0,14.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,2.0,0.0,0.0,17.0,12.0,0.8,10.0,2.0,0.0,0.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,11.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,15.0,32.0,0.0,827.0,39.0,310.0,384.0,140.0,1.0,827.0,0.0,0.0,0.0,0.0,0.0,377.0,0.0,0.0,14.0,9.0,0.0,0.0,443.0,0.0,10.0,4.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,73.0,10.0,7.0,58.8
Conor Coady,eng ENG,DF,0,28,1993,38.0,38.0,"3,361",4.0,0.0,0.0,0.0,4.0,0.0,0.11,0.0,0.11,0.11,0.11,2.8,2.8,0.0,0.07,0.0,0.0,0.07,0.0,37.3,0.0,4.0,0.0,33.3,0.0,0.11,0.33,1.0,0.23,+1.2,+1.2,1514.0,1692.0,89.5,33155.0,12540.0,322.0,348.0,92.5,927.0,977.0,94.9,257.0,343.0,74.9,0.0,3.0,51.0,3.0,0.0,35.0,1654.0,35.0,35.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,8.0,0.21,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,14.0,23.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,40.0,0.0,6.0,28.0,140.0,0.0,1971.0,419.0,1300.0,649.0,31.0,19.0,1971.0,0.0,0.0,0.0,0.0,0.0,1144.0,0.0,0.0,6.0,3.0,1.0,0.0,1373.0,0.0,6.0,1.0,0.0,20.0,1.0,2.0,0.0,0.0,0.0,162.0,32.0,24.0,57.1
Séamus Coleman,ie IRL,DF,0,32,1988,30.0,30.0,"2,656",1.0,0.0,0.0,0.0,4.0,0.0,0.03,0.0,0.03,0.03,0.03,1.2,1.2,0.0,0.04,0.0,0.0,0.04,0.0,29.5,0.0,1.0,0.0,12.5,0.0,0.03,0.13,1.0,0.15,-0.2,-0.2,914.0,1255.0,72.8,14739.0,6578.0,497.0,569.0,87.3,316.0,447.0,70.7,76.0,168.0,45.2,0.0,13.0,86.0,26.0,13.0,96.0,981.0,269.0,11.0,0.0,0.0,5.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,5.0,0.0,0.0,23.0,47.0,1.59,37.0,3.0,0.0,2.0,3.0,5.0,0.17,3.0,0.0,0.0,0.0,2.0,0.0,61.0,36.0,35.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,0.0,19.0,32.0,80.0,2.0,1549.0,123.0,501.0,733.0,335.0,32.0,1549.0,0.0,0.0,0.0,0.0,0.0,697.0,0.0,0.0,40.0,30.0,4.0,0.0,713.0,0.0,30.0,20.0,0.0,14.0,17.0,2.0,1.0,0.0,1.0,188.0,25.0,23.0,52.1
Nathan Collins,ie IRL,DF,0,20,2001,19.0,18.0,"1,670",2.0,0.0,0.0,0.0,2.0,1.0,0.11,0.0,0.11,0.11,0.11,1.5,1.5,0.0,0.08,0.0,0.0,0.08,0.0,18.6,0.0,5.0,0.0,33.3,0.0,0.27,0.13,0.4,0.1,+0.5,+0.5,448.0,652.0,68.7,8648.0,3847.0,158.0,201.0,78.6,232.0,297.0,78.1,50.0,127.0,39.4,0.0,6.0,46.0,5.0,1.0,44.0,626.0,23.0,7.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,3.0,18.0,0.97,12.0,1.0,0.0,3.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,37.0,15.0,27.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,25.0,0.0,13.0,24.0,83.0,2.0,882.0,149.0,433.0,376.0,81.0,38.0,882.0,0.0,0.0,0.0,0.0,0.0,382.0,0.0,0.0,7.0,6.0,2.0,0.0,375.0,0.0,10.0,4.0,0.0,20.0,12.0,4.0,0.0,2.0,0.0,128.0,57.0,31.0,64.8
Aaron Connolly,ie IRL,"FW,MF",0,21,2000,4.0,1.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.21,0.0,0.0,0.21,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,-0.4,-0.4,14.0,19.0,73.7,172.0,16.0,8.0,8.0,100.0,5.0,5.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,33.0,0.0,0.0,13.0,20.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,28.6
Liam Cooper,sct SCO,DF,0,29,1991,21.0,21.0,"1,814",0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.05,0.05,0.0,0.05,0.4,0.4,0.0,0.02,0.0,0.0,0.02,0.0,20.2,0.0,1.0,0.0,16.7,0.0,0.05,0.0,0.0,0.06,-0.4,-0.4,981.0,1183.0,82.9,18604.0,6591.0,335.0,378.0,88.6,547.0,600.0,91.2,86.0,171.0,50.3,0.0,4.0,31.0,0.0,0.0,46.0,1151.0,30.0,25.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,8.0,13.0,0.64,11.0,0.0,0.0,1.0,0.0,2.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,41.0,23.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,18.0,0.0,11.0,43.0,72.0,2.0,1405.0,152.0,857.0,530.0,27.0,13.0,1405.0,0.0,0.0,0.0,0.0,0.0,748.0,0.0,0.0,7.0,3.0,0.0,0.0,822.0,0.0,9.0,1.0,0.0,19.0,9.0,2.0,0.0,1.0,0.0,118.0,82.0,44.0,65.1
Jack Cork,eng ENG,MF,0,32,1989,20.0,20.0,"1,670",1.0,0.0,0.0,0.0,4.0,0.0,0.05,0.0,0.05,0.05,0.05,0.7,0.7,0.0,0.04,0.0,0.0,0.04,0.0,18.6,0.0,1.0,0.0,14.3,0.0,0.05,0.14,1.0,0.1,+0.3,+0.3,423.0,577.0,73.3,6846.0,1918.0,217.0,273.0,79.5,143.0,191.0,74.9,43.0,71.0,60.6,0.0,6.0,45.0,5.0,1.0,46.0,567.0,7.0,3.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,10.0,11.0,0.59,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,6.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,13.0,17.0,29.0,1.0,740.0,39.0,130.0,492.0,121.0,10.0,740.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,12.0,7.0,0.0,0.0,389.0,0.0,18.0,20.0,0.0,31.0,10.0,1.0,0.0,0.0,0.0,96.0,26.0,21.0,55.3
Maxwel Cornet,ci CIV,"FW,MF",0,24,1996,26.0,21.0,"1,766",9.0,1.0,0.0,1.0,2.0,0.0,0.46,0.05,0.51,0.46,0.51,6.7,5.9,0.0,0.34,0.0,0.0,0.3,0.0,19.6,0.0,22.0,4.0,47.8,0.0,1.12,0.2,0.41,0.13,+2.3,+3.1,281.0,437.0,64.3,3679.0,860.0,168.0,222.0,75.7,68.0,99.0,68.7,15.0,48.0,31.3,0.0,15.0,15.0,14.0,4.0,30.0,393.0,44.0,3.0,3.0,0.0,3.0,55.0,34.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,24.0,34.0,1.73,22.0,3.0,0.0,3.0,5.0,7.0,0.36,2.0,1.0,0.0,1.0,2.0,0.0,16.0,9.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,9.0,10.0,14.0,0.0,664.0,17.0,95.0,212.0,364.0,81.0,663.0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,28.0,13.0,11.0,0.0,424.0,0.0,61.0,33.0,0.0,20.0,20.0,26.0,2.0,0.0,0.0,81.0,24.0,45.0,34.8
Hélder Costa,ao ANG,MF,0,27,1994,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,5.0,5.0,100.0,79.0,0.0,2.0,2.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,4.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Vladimír Coufal,cz CZE,DF,0,28,1992,28.0,25.0,"2,209",0.0,4.0,0.0,0.0,5.0,1.0,0.0,0.16,0.16,0.0,0.16,0.8,0.8,0.0,0.03,0.0,0.0,0.03,0.0,24.5,0.0,4.0,0.0,36.4,0.0,0.16,0.0,0.0,0.07,-0.8,-0.8,990.0,1439.0,68.8,15293.0,6881.0,538.0,630.0,85.4,362.0,524.0,69.1,63.0,186.0,33.9,0.0,21.0,63.0,30.0,16.0,113.0,1135.0,294.0,17.0,0.0,0.0,1.0,107.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,10.0,0.0,0.0,44.0,51.0,2.08,39.0,10.0,0.0,1.0,1.0,7.0,0.29,7.0,0.0,0.0,0.0,0.0,0.0,45.0,25.0,24.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,9.0,0.0,22.0,22.0,64.0,1.0,1681.0,110.0,454.0,700.0,539.0,30.0,1681.0,0.0,0.0,0.0,0.0,0.0,778.0,0.0,0.0,51.0,38.0,5.0,0.0,888.0,0.0,30.0,15.0,1.0,29.0,15.0,2.0,0.0,1.0,1.0,131.0,33.0,34.0,49.3
Philippe Coutinho,br BRA,"MF,FW",0,29,1992,19.0,16.0,"1,329",5.0,3.0,0.0,0.0,0.0,0.0,0.34,0.2,0.54,0.34,0.54,3.8,3.8,0.0,0.25,0.0,0.0,0.25,0.0,14.8,0.0,16.0,6.0,37.2,0.0,1.08,0.12,0.31,0.09,+1.2,+1.2,531.0,655.0,81.1,8091.0,2160.0,292.0,340.0,85.9,175.0,205.0,85.4,38.0,61.0,62.3,0.0,25.0,71.0,16.0,3.0,94.0,615.0,35.0,7.0,3.0,0.0,2.0,18.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,9.0,62.0,4.19,47.0,4.0,0.0,6.0,2.0,8.0,0.54,6.0,0.0,0.0,1.0,0.0,0.0,17.0,12.0,4.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,10.0,7.0,4.0,0.0,815.0,7.0,57.0,441.0,330.0,47.0,815.0,0.0,0.0,0.0,0.0,0.0,568.0,0.0,0.0,48.0,36.0,9.0,0.0,632.0,0.0,35.0,20.0,0.0,8.0,20.0,4.0,0.0,0.0,0.0,53.0,5.0,17.0,22.7
Aaron Cresswell,eng ENG,DF,0,31,1989,31.0,31.0,"2,726",2.0,3.0,0.0,0.0,3.0,0.0,0.07,0.1,0.17,0.07,0.17,1.1,1.1,0.0,0.04,0.0,0.0,0.04,0.0,30.3,0.0,3.0,8.0,16.7,0.0,0.1,0.11,0.67,0.06,+0.9,+0.9,1656.0,2096.0,79.0,27331.0,11135.0,837.0,912.0,91.8,650.0,755.0,86.1,134.0,318.0,42.1,0.0,31.0,131.0,19.0,12.0,186.0,1736.0,350.0,67.0,0.0,0.0,6.0,145.0,51.0,11.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,10.0,0.0,0.0,44.0,53.0,1.75,31.0,20.0,0.0,2.0,0.0,6.0,0.2,2.0,4.0,0.0,0.0,0.0,0.0,28.0,18.0,18.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,18.0,0.0,13.0,35.0,66.0,0.0,2312.0,126.0,674.0,1078.0,576.0,22.0,2312.0,0.0,0.0,0.0,0.0,0.0,1305.0,0.0,0.0,54.0,45.0,2.0,0.0,1497.0,0.0,14.0,4.0,0.0,14.0,10.0,2.0,0.0,1.0,0.0,163.0,32.0,24.0,57.1
Charlie Cresswell,eng ENG,DF,0,18,2002,5.0,1.0,141.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.0,0.0,0.05,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.1,-0.1,75.0,106.0,70.8,1560.0,592.0,23.0,29.0,79.3,43.0,50.0,86.0,9.0,24.0,37.5,0.0,0.0,3.0,0.0,0.0,4.0,104.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,124.0,11.0,71.0,50.0,3.0,1.0,124.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,3.0,66.7
Cucho,co COL,"FW,MF",0,22,1999,25.0,11.0,"1,147",5.0,2.0,0.0,0.0,3.0,0.0,0.39,0.16,0.55,0.39,0.55,2.5,2.5,0.0,0.19,0.0,0.0,0.19,0.0,12.7,0.0,10.0,5.0,29.4,0.0,0.78,0.15,0.5,0.07,+2.5,+2.5,239.0,394.0,60.7,3852.0,1368.0,126.0,172.0,73.3,68.0,106.0,64.2,31.0,66.0,47.0,0.0,20.0,21.0,15.0,6.0,39.0,359.0,35.0,7.0,1.0,0.0,5.0,52.0,16.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,18.0,44.0,3.45,26.0,5.0,0.0,6.0,1.0,5.0,0.39,3.0,1.0,0.0,1.0,0.0,0.0,13.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,12.0,5.0,9.0,0.0,545.0,19.0,78.0,196.0,277.0,39.0,545.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,22.0,19.0,5.0,0.0,352.0,0.0,23.0,14.0,0.0,13.0,12.0,1.0,0.0,0.0,1.0,65.0,31.0,51.0,37.8
Marc Cucurella,es ESP,DF,0,23,1998,35.0,35.0,"3,089",1.0,1.0,0.0,0.0,6.0,0.0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,0.0,0.02,0.0,0.0,0.02,0.0,34.3,0.0,3.0,0.0,16.7,0.0,0.09,0.06,0.33,0.04,+0.3,+0.3,1890.0,2356.0,80.2,29046.0,9900.0,1014.0,1131.0,89.7,718.0,856.0,83.9,110.0,219.0,50.2,0.0,42.0,158.0,49.0,17.0,191.0,1994.0,356.0,17.0,5.0,0.0,12.0,115.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0,6.0,0.0,0.0,76.0,101.0,2.94,88.0,8.0,0.0,2.0,1.0,3.0,0.09,2.0,1.0,0.0,0.0,0.0,0.0,93.0,62.0,43.0,32.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,14.0,0.0,28.0,30.0,74.0,0.0,2717.0,115.0,683.0,1205.0,848.0,53.0,2717.0,0.0,0.0,0.0,0.0,0.0,1431.0,0.0,0.0,104.0,64.0,8.0,0.0,1638.0,0.0,40.0,15.0,0.0,28.0,30.0,3.0,0.0,0.0,0.0,247.0,40.0,36.0,52.6
