,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against_per90,gk_shots_on_target_against_per90,gk_saves_per90,gk_save_pct_per90,gk_wins_per90,gk_ties_per90,gk_losses_per90,gk_clean_sheets_per90,gk_clean_sheets_pct_per90,gk_pens_att_per90,gk_pens_allowed_per90,gk_pens_saved_per90,gk_pens_missed_per90,gk_pens_save_pct_per90,gk_free_kick_goals_against_per90,gk_corner_kick_goals_against_per90,gk_own_goals_against_per90,gk_psxg_per90,gk_psnpxg_per_shot_on_target_against_per90,gk_psxg_net_per90,gk_passes_completed_launched_per90,gk_passes_launched_per90,gk_passes_pct_launched_per90,gk_passes_per90,gk_passes_throws_per90,gk_pct_passes_launched_per90,gk_passes_length_avg_per90,gk_goal_kicks_per90,gk_pct_goal_kicks_launched_per90,gk_goal_kick_length_avg_per90,gk_crosses_per90,gk_crosses_stopped_per90,gk_crosses_stopped_pct_per90,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions_per90,team_score
0,Alisson,br BRA,GK,Liverpool,29,1992,37.0,37.0,"3,330",37.0,1.16,3.972972972972973,2.8378378378378377,1.9486486486486485,0.5135135135135135,0.24324324324324326,0.24324324324324326,0.3783783783783784,1.0216216216216216,0.10810810810810811,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.8999999999999999,0.0,0.0,0.05405405405405406,1.3810810810810812,0.00891891891891892,0.27,3.135135135135135,7.648648648648648,1.1081081081081081,33.945945945945944,5.675675675675675,0.49729729729729727,0.727027027027027,5.216216216216216,0.727027027027027,0.845945945945946,10.72972972972973,0.6216216216216216,0.15675675675675677,2.41,0.5351351351351351,225.0
1,Alphonse Areola,fr FRA,GK,West Ham,29,1993,5.0,2.0,309.0,3.4,2.04,4.705882352941177,2.6470588235294117,20.235294117647058,0.0,0.29411764705882354,0.29411764705882354,0.29411764705882354,14.705882352941178,0.5882352941176471,0.5882352941176471,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,2.1470588235294117,0.09705882352941177,0.09,4.11764705882353,10.882352941176471,11.117647058823529,17.941176470588236,4.11764705882353,11.558823529411764,9.823529411764707,8.823529411764707,12.735294117647058,9.705882352941178,13.823529411764707,0.5882352941176471,1.2647058823529411,0.29,3.0294117647058827,53.5
2,Kepa Arrizabalaga,es ESP,GK,Chelsea,27,1994,29.0,29.0,"2,565",28.5,1.16,4.2105263157894735,3.1578947368421053,2.5719298245614035,0.2807017543859649,0.3157894736842105,0.42105263157894735,0.3157894736842105,1.087719298245614,0.03508771929824561,0.03508771929824561,0.0,0.0,0.0,0.03508771929824561,0.14035087719298245,0.10526315789473684,1.2280701754385965,0.010175438596491228,0.18,2.3859649122807016,7.473684210526316,1.119298245614035,30.31578947368421,5.298245614035087,0.6000000000000001,0.9228070175438596,6.385964912280702,1.2526315789473685,1.105263157894737,11.649122807017545,0.5263157894736842,0.15789473684210525,1.82,0.5929824561403508,236.0
3,Gavin Bazunu,ie IRL,GK,Southampton,20,2002,32.0,32.0,"2,880",32.0,1.75,3.75,2.09375,1.69375,0.1875,0.1875,0.625,0.125,0.390625,0.0625,0.03125,0.03125,0.0,1.5625,0.03125,0.21875,0.125,1.096875,0.00875,-0.53,6.625,19.65625,1.053125,29.21875,4.5,1.56875,1.190625,7.40625,2.109375,1.5625,14.25,1.125,0.246875,1.5,0.471875,37.835
4,Asmir Begović,ba BIH,GK,Everton,35,1987,1.0,1.0,90.0,1.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.12,0.49,4.0,13.0,30.8,22.0,5.0,36.4,34.9,8.0,62.5,46.8,23.0,1.0,4.3,0.0,5.0,37.835
5,Daniel Bentley,eng ENG,GK,Wolves,29,1993,2.0,2.0,180.0,2.0,1.5,6.5,5.0,38.45,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.15,0.44,5.0,14.5,17.25,28.5,7.0,19.3,16.45,11.5,15.2,16.1,18.5,2.5,6.75,0.5,4.0,37.835
6,Martin Dúbravka,sk SVK,GK,Newcastle Utd,33,1989,2.0,1.0,157.0,1.7,0.57,5.294117647058823,5.294117647058823,52.294117647058826,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,1.1176470588235294,0.12352941176470589,1.07,3.5294117647058822,5.882352941176471,35.294117647058826,22.941176470588236,8.23529411764706,6.058823529411765,12.176470588235293,8.823529411764707,23.529411764705884,20.76470588235294,17.647058823529413,0.5882352941176471,1.9411764705882353,0.0,7.294117647058824,0.0
7,Ederson,br BRA,GK,Manchester City,28,1993,35.0,35.0,"3,150",35.0,0.91,2.2,1.3142857142857143,1.78,0.7428571428571429,0.11428571428571428,0.14285714285714285,0.3142857142857143,0.8971428571428571,0.08571428571428572,0.08571428571428572,0.0,0.0,0.0,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.7485714285714286,0.008571428571428572,-0.14,3.342857142857143,7.514285714285714,1.2714285714285714,31.542857142857144,4.2,0.56,0.8,4.3428571428571425,0.8828571428571428,0.9228571428571428,8.17142857142857,0.5428571428571428,0.18857142857142856,0.94,0.44857142857142857,258.0
8,Łukasz Fabiański,pl POL,GK,West Ham,37,1985,36.0,36.0,"3,111",34.6,1.39,4.4508670520231215,3.0635838150289016,2.0260115606936413,0.3179190751445087,0.17341040462427745,0.5491329479768786,0.23121387283236994,0.6416184971098265,0.11560693641618497,0.057803468208092484,0.028901734104046242,0.028901734104046242,0.9624277456647398,0.0,0.08670520231213873,0.028901734104046242,1.3265895953757225,0.00809248554913295,-0.03,5.722543352601156,14.913294797687861,1.1098265895953756,19.566473988439306,4.421965317919075,1.5664739884393064,1.1358381502890171,7.196531791907514,1.728323699421965,1.2947976878612715,14.826589595375722,0.838150289017341,0.16473988439306358,0.72,0.37572254335260113,53.5
9,Fraser Forster,eng ENG,GK,Tottenham,34,1988,14.0,13.0,"1,215",13.5,1.78,4.074074074074074,2.2222222222222223,4.444444444444445,0.37037037037037035,0.2222222222222222,0.37037037037037035,0.2222222222222222,1.7111111111111112,0.2222222222222222,0.14814814814814814,0.07407407407407407,0.0,2.4666666666666663,0.07407407407407407,0.2962962962962963,0.0,1.5777777777777777,0.025185185185185185,-0.2,2.6666666666666665,9.185185185185185,2.1481481481481484,19.925925925925927,5.2592592592592595,2.1481481481481484,2.237037037037037,6.888888888888889,3.6666666666666665,2.785185185185185,14.296296296296296,0.37037037037037035,0.1925925925925926,1.19,1.1259259259259258,150.0
10,David de Gea,es ESP,GK,Manchester Utd,31,1990,38.0,38.0,"3,420",38.0,1.13,3.736842105263158,2.6052631578947367,1.8710526315789473,0.6052631578947368,0.15789473684210525,0.23684210526315788,0.4473684210526316,1.1763157894736842,0.07894736842105263,0.05263157894736842,0.02631578947368421,0.0,0.8763157894736842,0.05263157894736842,0.15789473684210525,0.02631578947368421,1.0868421052631578,0.007105263157894737,-0.02,3.710526315789474,11.81578947368421,0.8263157894736842,27.157894736842106,3.3684210526315788,0.8578947368421053,0.85,4.7105263157894735,1.6605263157894736,1.2394736842105263,13.842105263157896,0.39473684210526316,0.07631578947368421,0.84,0.38947368421052636,209.0
