,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against_per90,gk_shots_on_target_against_per90,gk_saves_per90,gk_save_pct_per90,gk_wins_per90,gk_ties_per90,gk_losses_per90,gk_clean_sheets_per90,gk_clean_sheets_pct_per90,gk_pens_att_per90,gk_pens_allowed_per90,gk_pens_saved_per90,gk_pens_missed_per90,gk_pens_save_pct_per90,gk_free_kick_goals_against_per90,gk_corner_kick_goals_against_per90,gk_own_goals_against_per90,gk_psxg_per90,gk_psnpxg_per_shot_on_target_against_per90,gk_psxg_net_per90,gk_passes_completed_launched_per90,gk_passes_launched_per90,gk_passes_pct_launched_per90,gk_passes_per90,gk_passes_throws_per90,gk_pct_passes_launched_per90,gk_passes_length_avg_per90,gk_goal_kicks_per90,gk_pct_goal_kicks_launched_per90,gk_goal_kick_length_avg_per90,gk_crosses_per90,gk_crosses_stopped_per90,gk_crosses_stopped_pct_per90,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions_per90,team_score
10,Łukasz Fabiański,pl POL,GK,West Ham,36,1985,37.0,37.0,"3,330",37.0,1.35,4.378378378378378,3.0,1.9027027027027028,0.43243243243243246,0.21621621621621623,0.35135135135135137,0.21621621621621623,0.5837837837837838,0.16216216216216217,0.05405405405405406,0.08108108108108109,0.02702702702702703,1.6216216216216217,0.05405405405405406,0.21621621621621623,0.05405405405405406,1.2648648648648648,0.007027027027027027,-0.03,5.216216216216216,14.18918918918919,0.9945945945945945,19.89189189189189,4.4324324324324325,1.3216216216216217,1.0324324324324325,7.486486486486487,1.6108108108108108,1.2,16.08108108108108,0.7567567567567568,0.12702702702702703,0.32,0.2810810810810811,36.52
11,Álvaro Fernández,es ESP,GK,Brentford,23,1998,12.0,12.0,"1,080",12.0,2.0,5.75,3.9166666666666665,5.558333333333334,0.25,0.16666666666666666,0.5833333333333334,0.08333333333333333,0.6916666666666668,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.4166666666666667,0.16666666666666666,1.6583333333333332,0.023333333333333334,-0.17,5.333333333333333,18.0,2.466666666666667,36.083333333333336,5.0,3.3666666666666667,2.8249999999999997,6.916666666666667,4.116666666666666,3.0749999999999997,16.166666666666668,0.75,0.3833333333333333,1.5,1.4000000000000001,0.0
12,Fraser Forster,eng ENG,GK,Southampton,33,1988,19.0,19.0,"1,710",19.0,1.84,5.315789473684211,3.5789473684210527,3.5421052631578944,0.3157894736842105,0.2631578947368421,0.42105263157894735,0.15789473684210525,0.8315789473684211,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.0,0.2631578947368421,0.10526315789473684,1.7052631578947368,0.01631578947368421,-0.03,5.526315789473684,17.36842105263158,1.6736842105263159,24.263157894736842,3.736842105263158,2.636842105263158,2.0842105263157897,7.368421052631579,3.7210526315789476,2.6052631578947367,15.0,1.0,0.3526315789473684,1.26,0.6473684210526316,36.52
13,Ben Foster,eng ENG,GK,Watford,38,1983,26.0,26.0,"2,340",26.0,1.88,4.461538461538462,2.576923076923077,2.319230769230769,0.19230769230769232,0.19230769230769232,0.6153846153846154,0.15384615384615385,0.5923076923076923,0.15384615384615385,0.11538461538461539,0.038461538461538464,0.0,0.9615384615384616,0.0,0.11538461538461539,0.038461538461538464,1.426923076923077,0.011153846153846153,-0.42,7.538461538461538,23.96153846153846,1.2115384615384615,25.26923076923077,2.923076923076923,2.465384615384615,1.7192307692307693,8.615384615384615,3.4692307692307693,2.3346153846153848,17.5,0.7692307692307693,0.16923076923076924,1.42,0.6115384615384616,0.0
14,David de Gea,es ESP,GK,Manchester Utd,30,1990,38.0,38.0,"3,420",38.0,1.5,4.7368421052631575,3.263157894736842,1.8421052631578947,0.42105263157894735,0.2631578947368421,0.3157894736842105,0.21052631578947367,0.5552631578947369,0.13157894736842105,0.07894736842105263,0.05263157894736842,0.0,1.0526315789473684,0.0,0.10526315789473684,0.07894736842105263,1.45,0.007631578947368421,0.03,2.710526315789474,8.289473684210526,0.8605263157894738,16.394736842105264,3.526315789473684,0.7894736842105263,0.8131578947368421,7.868421052631579,1.1263157894736842,0.9447368421052631,13.81578947368421,0.21052631578947367,0.039473684210526314,0.66,0.3684210526315789,208.0
15,Vicente Guaita,es ESP,GK,Crystal Palace,34,1987,30.0,30.0,"2,655",29.5,1.12,3.9322033898305087,2.8135593220338984,2.5118644067796607,0.3050847457627119,0.3728813559322034,0.3389830508474576,0.3728813559322034,1.2440677966101696,0.1016949152542373,0.1016949152542373,0.0,0.0,0.0,0.03389830508474576,0.3389830508474576,0.0,0.976271186440678,0.007796610169491526,-0.14,3.559322033898305,9.559322033898304,1.2610169491525425,26.372881355932204,6.169491525423729,0.9016949152542373,0.9593220338983051,6.813559322033898,1.2644067796610168,1.0677966101694916,13.084745762711865,0.576271186440678,0.14915254237288136,1.22,0.552542372881356,0.0
16,Angus Gunn,sct SCO,GK,Norwich City,25,1996,9.0,9.0,810.0,9.0,2.44,6.333333333333333,3.7777777777777777,7.211111111111112,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.1111111111111111,1.2333333333333334,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.1111111111111111,3.6999999999999997,0.0,0.2222222222222222,0.0,2.1444444444444444,0.03333333333333333,-0.3,5.0,14.333333333333334,3.8777777777777778,24.333333333333332,5.222222222222222,4.822222222222222,3.8333333333333335,9.555555555555555,4.388888888888889,3.8333333333333335,19.444444444444443,0.3333333333333333,0.18888888888888888,1.56,1.9222222222222223,0.0
17,Wayne Hennessey,wls WAL,GK,Burnley,34,1987,2.0,2.0,180.0,2.0,3.0,6.5,4.0,26.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.6,0.13,-0.91,13.5,31.5,21.45,28.5,3.5,38.6,25.4,10.5,45.25,31.8,18.5,0.0,0.0,2.0,8.5,36.52
18,Caoimhín Kelleher,ie IRL,GK,Liverpool,22,1998,2.0,2.0,180.0,2.0,1.0,4.0,3.0,37.5,0.5,0.5,0.0,0.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.14,0.11,1.0,5.0,10.0,39.0,6.5,5.75,11.35,6.5,3.85,11.5,10.0,0.0,0.0,1.5,8.55,215.0
19,Kristoffer Klaesson,no NOR,GK,Leeds United,20,2000,1.0,0.0,36.0,0.4,0.0,10.0,10.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4999999999999998,0.35000000000000003,1.38,2.5,7.5,83.24999999999999,20.0,5.0,62.5,75.99999999999999,7.5,83.24999999999999,71.75,17.5,0.0,0.0,5.0,59.24999999999999,11.165
20,Tim Krul,nl NED,GK,Norwich City,33,1988,29.0,29.0,"2,610",29.0,2.14,5.689655172413793,3.6206896551724137,2.3000000000000003,0.13793103448275862,0.1724137931034483,0.6896551724137931,0.1724137931034483,0.593103448275862,0.27586206896551724,0.2413793103448276,0.0,0.034482758620689655,0.0,0.034482758620689655,0.2413793103448276,0.06896551724137931,1.6655172413793102,0.009310344827586208,-0.4,4.620689655172414,13.758620689655173,1.1586206896551725,29.20689655172414,5.793103448275862,1.1896551724137931,1.182758620689655,7.724137931034483,1.6482758620689655,1.3827586206896552,15.241379310344827,0.4827586206896552,0.11034482758620691,0.66,0.43448275862068964,0.0
21,Bernd Leno,de GER,GK,Arsenal,29,1992,4.0,4.0,360.0,4.0,2.25,4.75,2.5,13.15,0.25,0.0,0.75,0.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.125,0.11,4.25,13.25,8.025,19.25,3.25,8.775,8.45,9.25,17.575,12.6,18.25,1.5,2.05,0.25,1.825,172.0
22,Hugo Lloris,fr FRA,GK,Tottenham,34,1986,38.0,38.0,"3,420",38.0,1.05,3.6052631578947367,2.5789473684210527,1.9026315789473685,0.5789473684210527,0.13157894736842105,0.2894736842105263,0.42105263157894735,1.1078947368421053,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.02631578947368421,0.13157894736842105,0.02631578947368421,0.9894736842105264,0.006842105263157895,-0.04,3.026315789473684,7.342105263157895,1.0842105263157895,17.789473684210527,4.2368421052631575,0.7789473684210527,0.8157894736842105,7.315789473684211,0.7473684210526316,0.6973684210526315,14.921052631578947,0.868421052631579,0.15263157894736842,1.18,0.3736842105263158,148.0
23,Jonas Lössl,dk DEN,GK,Brentford,32,1989,2.0,2.0,180.0,2.0,2.5,3.5,1.0,14.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.23,-0.9,4.5,12.5,18.0,24.0,3.0,21.9,17.85,6.5,15.4,15.85,15.0,0.5,1.65,2.5,11.35,0.0
24,Emiliano Martínez,ar ARG,GK,Aston Villa,28,1992,36.0,36.0,"3,240",36.0,1.33,3.888888888888889,2.5833333333333335,1.9055555555555554,0.3611111111111111,0.16666666666666666,0.4722222222222222,0.3055555555555556,0.8500000000000001,0.16666666666666666,0.1111111111111111,0.027777777777777776,0.027777777777777776,0.5555555555555556,0.05555555555555555,0.1388888888888889,0.05555555555555555,1.1694444444444445,0.007500000000000001,-0.11,4.055555555555555,11.277777777777779,1.0,22.88888888888889,4.5,1.011111111111111,0.9333333333333333,7.638888888888889,1.0694444444444444,0.9472222222222223,13.166666666666666,0.9444444444444444,0.2,0.92,0.4277777777777778,0.0
25,Alex McCarthy,eng ENG,GK,Southampton,31,1989,17.0,17.0,"1,530",17.0,1.59,4.176470588235294,2.588235294117647,3.6470588235294117,0.17647058823529413,0.4117647058823529,0.4117647058823529,0.29411764705882354,1.7294117647058822,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.0,1.2647058823529411,0.018235294117647058,-0.32,4.352941176470588,14.470588235294118,1.7705882352941178,22.529411764705884,4.588235294117647,2.394117647058824,2.0411764705882356,7.352941176470588,4.235294117647059,2.976470588235294,15.0,1.2941176470588236,0.5058823529411764,0.29,0.5647058823529412,36.52
26,Edouard Mendy,sn SEN,GK,Chelsea,29,1992,34.0,34.0,"3,060",34.0,0.91,3.0,2.1176470588235294,2.2205882352941178,0.5588235294117647,0.29411764705882354,0.14705882352941177,0.4117647058823529,1.211764705882353,0.17647058823529413,0.17647058823529413,0.0,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.8352941176470587,0.006470588235294118,-0.05,2.4411764705882355,5.676470588235294,1.2647058823529411,22.91176470588235,4.529411764705882,0.5558823529411764,0.7441176470588236,5.205882352941177,0.7647058823529411,0.7323529411764705,11.029411764705882,0.8235294117647058,0.22058823529411764,1.35,0.43823529411764706,242.0
27,Illan Meslier,fr FRA,GK,Leeds United,21,2000,38.0,38.0,"3,384",37.6,2.1,5.8510638297872335,3.776595744680851,1.7659574468085106,0.23936170212765956,0.2925531914893617,0.4787234042553191,0.13297872340425532,0.351063829787234,0.13297872340425532,0.13297872340425532,0.0,0.0,0.0,0.07978723404255318,0.26595744680851063,0.026595744680851064,1.6436170212765957,0.006914893617021276,-0.43,2.872340425531915,10.904255319148936,0.6994680851063829,29.28191489361702,7.287234042553191,0.7313829787234042,0.7792553191489362,7.659574468085106,0.9893617021276596,0.8856382978723403,11.648936170212766,0.6117021276595744,0.14095744680851063,1.2,0.37765957446808507,11.165
28,Robin Olsen,se SWE,GK,Aston Villa,31,1990,1.0,1.0,90.0,1.0,3.0,5.0,2.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.44,-0.78,8.0,25.0,32.0,26.0,7.0,46.2,38.3,20.0,65.0,48.6,28.0,5.0,17.9,0.0,5.8,0.0
29,Jordan Pickford,eng ENG,GK,Everton,27,1994,35.0,35.0,"3,150",35.0,1.66,4.857142857142857,3.3142857142857145,1.9,0.2857142857142857,0.17142857142857143,0.5428571428571428,0.2,0.5714285714285714,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.05714285714285714,0.2857142857142857,0.11428571428571428,1.4771428571428573,0.008857142857142857,-0.07,7.771428571428571,22.34285714285714,0.9942857142857142,24.942857142857143,3.4,1.8457142857142856,1.3257142857142856,7.628571428571429,2.3314285714285714,1.7285714285714286,14.8,0.6571428571428571,0.12571428571428572,1.0,0.4257142857142857,36.52
30,Nick Pope,eng ENG,GK,Burnley,29,1992,36.0,36.0,"3,240",36.0,1.31,4.583333333333333,3.3055555555555554,2.0694444444444446,0.19444444444444445,0.3888888888888889,0.4166666666666667,0.25,0.6944444444444444,0.1388888888888889,0.1388888888888889,0.0,0.0,0.0,0.027777777777777776,0.16666666666666666,0.027777777777777776,1.2305555555555554,0.006944444444444444,-0.05,8.86111111111111,22.416666666666668,1.0972222222222223,22.02777777777778,4.083333333333333,1.9222222222222223,1.2833333333333334,7.861111111111111,2.533333333333333,1.7000000000000002,16.805555555555557,1.2777777777777777,0.2111111111111111,2.22,0.4833333333333333,36.52
31,Aaron Ramsdale,eng ENG,GK,Arsenal,23,1998,34.0,34.0,"3,060",34.0,1.15,3.764705882352941,2.6470588235294117,2.158823529411765,0.6176470588235294,0.08823529411764706,0.29411764705882354,0.35294117647058826,1.038235294117647,0.17647058823529413,0.14705882352941177,0.0,0.029411764705882353,0.0,0.0,0.08823529411764706,0.029411764705882353,1.1235294117647059,0.007647058823529412,0.0,3.9411764705882355,14.117647058823529,0.8205882352941176,29.205882352941178,4.764705882352941,1.0235294117647058,0.9764705882352942,5.323529411764706,2.176470588235294,1.6205882352941177,12.176470588235293,0.7647058823529411,0.18529411764705883,1.76,0.48235294117647054,172.0
32,David Raya,es ESP,GK,Brentford,25,1995,24.0,24.0,"2,160",24.0,1.13,4.291666666666667,3.1666666666666665,3.2375000000000003,0.4166666666666667,0.20833333333333334,0.375,0.3333333333333333,1.3875,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.041666666666666664,0.125,0.0,1.0916666666666666,0.009166666666666667,-0.03,9.375,21.958333333333332,1.7791666666666668,36.5,4.916666666666667,1.8499999999999999,1.5083333333333335,8.416666666666666,2.845833333333333,2.0791666666666666,16.75,1.125,0.2791666666666667,1.46,0.6583333333333333,0.0
33,John Ruddy,eng ENG,GK,Wolves,34,1986,2.0,1.0,135.0,1.5,2.0,4.666666666666667,2.6666666666666665,38.06666666666667,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.9333333333333333,0.27999999999999997,-0.05,0.6666666666666666,7.333333333333333,6.066666666666666,12.666666666666666,2.6666666666666665,28.066666666666666,24.066666666666666,9.333333333333334,14.266666666666666,19.0,8.666666666666666,0.6666666666666666,5.133333333333334,0.67,9.466666666666667,36.52
34,José Sá,pt POR,GK,Wolves,28,1993,37.0,37.0,"3,285",36.5,1.1,4.383561643835616,3.315068493150685,2.208219178082192,0.410958904109589,0.136986301369863,0.4657534246575342,0.3013698630136986,0.8136986301369863,0.273972602739726,0.2465753424657534,0.0,0.0273972602739726,0.0,0.0273972602739726,0.0273972602739726,0.0273972602739726,1.2684931506849315,0.006575342465753424,0.2,3.315068493150685,11.287671232876713,0.8054794520547944,23.123287671232877,5.917808219178082,0.9698630136986301,0.9506849315068494,7.1506849315068495,1.1863013698630136,1.010958904109589,15.04109589041096,1.178082191780822,0.21369863013698628,1.1,0.3643835616438356,36.52
35,Robert Sánchez,es ESP,GK,Brighton,23,1997,37.0,37.0,"3,329",37.0,1.14,3.810810810810811,2.675675675675676,1.954054054054054,0.32432432432432434,0.40540540540540543,0.2702702702702703,0.2972972972972973,0.8027027027027027,0.10810810810810811,0.08108108108108109,0.0,0.02702702702702703,0.0,0.02702702702702703,0.13513513513513514,0.0,1.1054054054054054,0.007567567567567568,-0.03,4.27027027027027,15.162162162162161,0.7621621621621621,34.729729729729726,5.027027027027027,0.8621621621621621,0.8918918918918919,6.324324324324325,1.7432432432432432,1.3216216216216217,13.972972972972974,1.6216216216216217,0.31351351351351353,0.97,0.34864864864864864,0.0
36,Kasper Schmeichel,dk DEN,GK,Leicester City,34,1986,37.0,37.0,"3,330",37.0,1.57,5.054054054054054,3.4594594594594597,1.964864864864865,0.35135135135135137,0.2702702702702703,0.3783783783783784,0.1891891891891892,0.5108108108108108,0.24324324324324326,0.1891891891891892,0.05405405405405406,0.0,0.6,0.02702702702702703,0.3783783783783784,0.02702702702702703,1.5,0.007027027027027027,-0.04,5.243243243243243,13.135135135135135,1.0783783783783782,27.0,4.486486486486487,0.972972972972973,0.9216216216216216,7.864864864864865,1.17027027027027,1.0135135135135136,14.405405405405405,0.40540540540540543,0.07567567567567567,1.03,0.4,45.0
37,Jason Steele,eng ENG,GK,Brighton,30,1990,1.0,1.0,90.0,1.0,2.0,5.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6,0.33,-0.37,2.0,6.0,33.3,32.0,2.0,9.4,23.9,6.0,50.0,40.0,16.0,0.0,0.0,0.0,9.3,0.0
38,Jed Steer,eng ENG,GK,Aston Villa,28,1992,1.0,1.0,90.0,1.0,3.0,4.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.55,-0.81,3.0,11.0,27.3,32.0,7.0,28.1,30.4,6.0,33.3,31.2,11.0,1.0,9.1,1.0,16.3,0.0
39,Zack Steffen,us USA,GK,Manchester City,26,1995,1.0,1.0,90.0,1.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.15,1.0,6.0,16.7,32.0,6.0,15.6,23.4,7.0,14.3,19.3,10.0,0.0,0.0,3.0,16.6,220.0
40,Danny Ward,wls WAL,GK,Leicester City,28,1993,1.0,1.0,90.0,1.0,1.0,5.0,4.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4,0.28,0.42,2.0,5.0,40.0,26.0,8.0,19.2,25.8,7.0,0.0,19.3,18.0,1.0,5.6,1.0,10.7,45.0
41,Freddie Woodman,eng ENG,GK,Newcastle Utd,24,1997,4.0,4.0,360.0,4.0,3.0,5.5,2.25,13.625,0.0,0.25,0.75,0.0,0.0,0.75,0.5,0.25,0.0,8.325,0.0,0.0,0.0,2.2,0.0725,-0.8,5.75,16.5,8.7,19.75,2.75,12.65,9.525,9.75,16.675,11.975,13.75,0.75,1.375,0.0,1.95,36.52
