,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against_per90,gk_shots_on_target_against_per90,gk_saves_per90,gk_save_pct_per90,gk_wins_per90,gk_ties_per90,gk_losses_per90,gk_clean_sheets_per90,gk_clean_sheets_pct_per90,gk_pens_att_per90,gk_pens_allowed_per90,gk_pens_saved_per90,gk_pens_missed_per90,gk_pens_save_pct_per90,gk_free_kick_goals_against_per90,gk_corner_kick_goals_against_per90,gk_own_goals_against_per90,gk_psxg_per90,gk_psnpxg_per_shot_on_target_against_per90,gk_psxg_net_per90,gk_passes_completed_launched_per90,gk_passes_launched_per90,gk_passes_pct_launched_per90,gk_passes_per90,gk_passes_throws_per90,gk_pct_passes_launched_per90,gk_passes_length_avg_per90,gk_goal_kicks_per90,gk_pct_goal_kicks_launched_per90,gk_goal_kick_length_avg_per90,gk_crosses_per90,gk_crosses_stopped_per90,gk_crosses_stopped_pct_per90,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions_per90,team_score
13,Bernd Leno,de GER,GK,Fulham,33,1992,10.0,10.0,900.0,10.0,1.4,4.3,3.0,7.209999999999999,0.3,0.2,0.5,0.2,2.0,0.3,0.2,0.0,0.1,0.0,0.0,0.2,0.1,1.25,0.027000000000000003,-0.05,3.2,11.7,2.7399999999999998,34.2,5.6,2.4899999999999998,2.96,5.2,6.15,4.82,12.2,0.9,0.74,0.9,1.29,0.0
14,Giorgi Mamardashvili,ge GEO,GK,Liverpool,25,2000,4.0,4.0,360.0,4.0,1.75,5.25,3.5,17.85,0.25,0.0,0.75,0.25,6.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,1.375,0.0575,-0.38,4.25,12.5,8.5,36.75,7.0,6.8,7.575,4.75,13.15,10.4,12.5,0.5,1.0,2.0,4.025,216.5
15,Emiliano Martínez,ar ARG,GK,Aston Villa,33,1992,8.0,8.0,720.0,8.0,0.87,2.875,2.0,8.7,0.5,0.25,0.25,0.25,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.6875,0.03125,-0.19,4.375,12.375,4.425,38.25,4.375,3.3125,3.75,3.375,8.3375,6.625,13.875,1.0,0.9,1.0,1.725,58.75
16,Lucas Perri,br BRA,GK,Leeds United,27,1997,5.0,5.0,450.0,5.0,1.8,3.6,1.8,11.120000000000001,0.4,0.2,0.4,0.4,8.0,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,1.7,0.088,-0.1,6.0,21.8,5.5,34.4,4.4,9.879999999999999,7.9,5.2,18.46,12.540000000000001,12.8,0.6,0.9400000000000001,0.4,2.42,12.765
17,Đorđe Petrović,rs SRB,GK,Bournemouth,26,1999,10.0,10.0,900.0,10.0,1.4,4.5,3.1,7.109999999999999,0.5,0.3,0.2,0.4,4.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.0,1.41,0.03,0.01,3.4,11.4,2.98,24.9,5.4,2.8899999999999997,3.1100000000000003,7.1,5.92,4.87,12.2,1.5,1.23,2.4,1.48,0.0
18,Jordan Pickford,eng ENG,GK,Everton,31,1994,10.0,10.0,900.0,10.0,1.3,3.8,2.4,6.840000000000001,0.3,0.3,0.4,0.2,2.0,0.2,0.1,0.1,0.0,5.0,0.0,0.2,0.0,1.3699999999999999,0.032,0.07,8.0,22.3,3.59,35.6,3.3,5.279999999999999,4.09,4.8,7.290000000000001,5.45,12.7,0.4,0.31,2.5,1.7899999999999998,40.914
19,Nick Pope,eng ENG,GK,Newcastle Utd,33,1992,10.0,10.0,900.0,10.0,1.1,4.3,3.3,7.44,0.3,0.3,0.4,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,1.1,0.028000000000000004,0.1,2.2,10.3,2.1399999999999997,23.3,7.7,2.96,3.19,5.3,6.42,4.8100000000000005,11.9,2.0,1.6800000000000002,3.3,1.7600000000000002,40.914
20,David Raya,es ESP,GK,Arsenal,30,1995,10.0,10.0,900.0,10.0,0.3,1.9,1.6,8.42,0.8,0.1,0.1,0.7,7.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.37,0.02,0.07,4.8,15.0,3.2,32.5,4.4,3.91,3.53,3.1,7.42,5.54,8.5,0.8,0.9400000000000001,2.0,2.0100000000000002,196.0
21,Robin Roefs,nl NED,GK,Sunderland,22,2003,10.0,10.0,900.0,10.0,0.8,4.1,3.2,8.05,0.5,0.3,0.2,0.4,4.0,0.1,0.0,0.1,0.0,10.0,0.0,0.1,0.0,1.03,0.025,0.23,4.9,18.7,2.62,33.8,3.2,3.96,3.66,5.7,9.3,6.7299999999999995,16.7,1.9,1.1400000000000001,1.3,1.19,0.0
22,José Sá,pt POR,GK,Wolves,32,1993,4.0,4.0,360.0,4.0,2.75,4.0,1.25,7.825,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,1.775,0.11,-0.99,5.75,15.0,9.575,27.0,3.5,10.425,9.25,5.75,16.3,13.375,11.5,1.0,2.175,1.0,3.55,40.914
23,Robert Sánchez,es ESP,GK,Chelsea,27,1997,10.0,10.0,814.0,9.0,1.0,2.888888888888889,1.8888888888888888,7.2666666666666675,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.4444444444444444,4.444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.8999999999999999,0.034444444444444444,-0.1,3.888888888888889,16.22222222222222,2.6666666666666665,39.0,5.222222222222222,3.888888888888889,3.8333333333333335,3.888888888888889,7.300000000000001,5.977777777777778,11.777777777777779,1.8888888888888888,1.7777777777777777,0.88,1.3888888888888888,187.0
24,Matz Sels,be BEL,GK,Nott'ham Forest,33,1992,10.0,10.0,900.0,10.0,1.9,5.4,3.5,7.040000000000001,0.1,0.3,0.6,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.5,0.0,1.78,0.028999999999999998,-0.12,3.9,13.7,2.85,22.5,3.6,5.2,3.95,6.1,3.28,3.18,13.5,0.6,0.44000000000000006,0.9,1.3,40.914
25,James Trafford,eng ENG,GK,Manchester City,23,2002,3.0,3.0,270.0,3.0,1.33,5.0,3.6666666666666665,26.666666666666668,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,11.1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.9666666666666668,0.11333333333333334,0.62,3.3333333333333335,12.0,9.266666666666667,34.333333333333336,3.6666666666666665,9.066666666666666,9.866666666666667,5.0,17.766666666666666,14.966666666666667,8.666666666666666,0.6666666666666666,2.566666666666667,4.67,6.033333333333334,243.25
26,Bart Verbruggen,nl NED,GK,Brighton,23,2002,10.0,10.0,900.0,10.0,1.5,3.6,2.3,6.11,0.4,0.3,0.3,0.1,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.2,1.3900000000000001,0.037,0.09,2.7,12.0,2.25,36.7,4.3,2.7800000000000002,3.1100000000000003,2.4,7.5,5.25,12.8,0.5,0.39,0.9,1.44,40.914
27,Guglielmo Vicario,it ITA,GK,Tottenham,29,1996,10.0,10.0,900.0,10.0,0.8,4.2,3.4,8.1,0.5,0.2,0.3,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.25,0.032,0.45,3.3,10.9,3.0300000000000002,36.8,5.0,2.45,2.9699999999999998,5.1,3.7299999999999995,3.46,12.6,0.4,0.32,2.2,1.7100000000000002,157.25
