,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against_per90,gk_shots_on_target_against_per90,gk_saves_per90,gk_save_pct_per90,gk_wins_per90,gk_ties_per90,gk_losses_per90,gk_clean_sheets_per90,gk_clean_sheets_pct_per90,gk_pens_att_per90,gk_pens_allowed_per90,gk_pens_saved_per90,gk_pens_missed_per90,gk_pens_save_pct_per90,gk_free_kick_goals_against_per90,gk_corner_kick_goals_against_per90,gk_own_goals_against_per90,gk_psxg_per90,gk_psnpxg_per_shot_on_target_against_per90,gk_psxg_net_per90,gk_passes_completed_launched_per90,gk_passes_launched_per90,gk_passes_pct_launched_per90,gk_passes_per90,gk_passes_throws_per90,gk_pct_passes_launched_per90,gk_passes_length_avg_per90,gk_goal_kicks_per90,gk_pct_goal_kicks_launched_per90,gk_goal_kick_length_avg_per90,gk_crosses_per90,gk_crosses_stopped_per90,gk_crosses_stopped_pct_per90,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions_per90,team_score
0,Alisson,br BRA,GK,Liverpool,33,1992,6.0,6.0,540.0,6.0,1.17,2.6666666666666665,1.5,9.383333333333333,0.8333333333333334,0.0,0.16666666666666666,0.3333333333333333,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0833333333333333,0.06666666666666667,-0.09,3.6666666666666665,10.0,6.116666666666667,39.833333333333336,4.5,3.8333333333333335,4.916666666666667,2.5,5.55,5.416666666666667,12.666666666666666,0.5,0.65,1.33,2.4,216.5
1,Alphonse Areola,fr FRA,GK,West Ham,32,1993,6.0,6.0,540.0,6.0,1.67,4.833333333333333,3.1666666666666665,11.5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,1.3,0.041666666666666664,-0.36,4.333333333333333,17.5,4.133333333333334,25.666666666666668,5.5,7.466666666666666,6.133333333333333,8.166666666666666,12.25,8.766666666666667,16.166666666666668,0.8333333333333334,0.8666666666666667,0.17,1.2,70.5
2,Altay Bayındır,tr TUR,GK,Manchester Utd,27,1998,6.0,6.0,540.0,6.0,1.83,4.0,2.1666666666666665,9.033333333333333,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.5666666666666667,0.07166666666666667,-0.26,4.666666666666667,15.833333333333334,4.916666666666667,29.333333333333332,2.5,7.95,6.25,2.6666666666666665,11.466666666666667,8.183333333333334,10.5,1.0,1.5833333333333333,1.17,2.1666666666666665,189.5
3,Marco Bizot,nl NED,GK,Aston Villa,34,1991,2.0,2.0,180.0,2.0,1.5,3.5,2.0,35.7,0.0,0.5,0.5,0.5,25.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.165,0.05,3.5,13.5,12.95,26.5,4.0,15.1,16.1,7.0,39.3,26.75,14.0,2.0,7.15,5.0,9.2,58.75
4,Karl Darlow,wls WAL,GK,Leeds United,35,1990,5.0,5.0,450.0,5.0,1.6,4.0,2.6,12.0,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.04,0.052000000000000005,-0.37,6.0,20.0,6.0,36.2,5.6,8.72,7.540000000000001,5.2,16.16,11.379999999999999,16.4,1.0,1.22,0.8,2.2800000000000002,12.765
5,Gianluigi Donnarumma,it ITA,GK,Manchester City,26,1999,7.0,7.0,630.0,7.0,0.57,2.4285714285714284,1.8571428571428572,10.928571428571429,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.42857142857142855,6.128571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.6285714285714287,0.037142857142857144,0.06,2.5714285714285716,8.142857142857142,4.514285714285714,24.857142857142858,3.2857142857142856,3.6142857142857143,4.042857142857143,2.7142857142857144,9.771428571428572,6.385714285714286,12.857142857142858,0.7142857142857143,0.7999999999999999,0.14,1.2285714285714284,243.25
6,Martin Dúbravka,sk SVK,GK,Burnley,36,1989,10.0,10.0,900.0,10.0,1.9,5.8,4.2,7.24,0.3,0.1,0.6,0.2,2.0,0.3,0.3,0.0,0.0,0.0,0.0,0.2,0.3,1.8199999999999998,0.027000000000000003,0.22,6.5,21.8,2.98,24.2,4.6,4.67,3.66,11.5,9.129999999999999,6.45,21.7,0.8,0.37,0.3,0.82,40.914
7,Dean Henderson,eng ENG,GK,Crystal Palace,28,1997,10.0,10.0,900.0,10.0,0.9,3.1,2.2,7.42,0.4,0.4,0.2,0.4,4.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.0,1.24,0.038,0.34,5.0,18.3,2.73,27.7,3.4,4.91,4.01,7.7,6.1,4.86,15.6,1.0,0.64,0.4,1.0699999999999998,40.914
8,Mads Hermansen,dk DEN,GK,West Ham,25,2000,4.0,4.0,360.0,4.0,2.75,5.0,2.25,11.25,0.25,0.0,0.75,0.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.325,0.115,-0.43,4.75,18.0,6.6,35.25,4.75,10.275,8.475,4.0,21.875,15.325,18.0,1.25,1.725,0.25,2.2,70.5
9,Sam Johnstone,eng ENG,GK,Wolves,32,1993,6.0,6.0,540.0,6.0,1.83,4.666666666666667,3.1666666666666665,10.116666666666667,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,1.4166666666666667,0.049999999999999996,-0.09,8.166666666666666,23.5,5.8,36.333333333333336,6.166666666666667,8.633333333333333,6.566666666666666,7.833333333333333,9.933333333333334,8.016666666666667,18.333333333333332,0.6666666666666666,0.6,1.83,2.6999999999999997,40.914
10,Filip Jørgensen,dk DEN,GK,Chelsea,23,2002,1.0,0.0,84.0,0.9,2.14,3.333333333333333,1.1111111111111112,36.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,2.0,0.6555555555555556,-0.23,3.333333333333333,11.11111111111111,33.333333333333336,34.44444444444444,1.1111111111111112,25.11111111111111,28.88888888888889,4.444444444444445,83.33333333333333,61.99999999999999,22.22222222222222,0.0,0.0,1.08,18.11111111111111,187.0
11,Caoimhín Kelleher,ie IRL,GK,Brentford,26,1998,10.0,10.0,900.0,10.0,1.6,3.8,2.3,6.05,0.4,0.1,0.5,0.2,2.0,0.2,0.1,0.1,0.0,5.0,0.0,0.1,0.2,1.23,0.031,-0.17,6.3,15.9,3.96,32.2,5.6,3.7299999999999995,3.3600000000000003,4.8,8.129999999999999,5.83,13.9,1.1,0.79,0.9,1.31,0.0
12,Senne Lammens,be BEL,GK,Manchester Utd,23,2002,4.0,4.0,360.0,4.0,1.25,4.25,3.0,17.65,0.75,0.25,0.0,0.25,6.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,1.625,0.095,0.38,8.25,33.0,6.25,37.0,2.25,16.05,11.325,9.25,25.0,16.725,20.5,1.25,1.525,0.75,2.725,189.5
