,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against_per90,gk_shots_on_target_against_per90,gk_saves_per90,gk_save_pct_per90,gk_wins_per90,gk_ties_per90,gk_losses_per90,gk_clean_sheets_per90,gk_clean_sheets_pct_per90,gk_pens_att_per90,gk_pens_allowed_per90,gk_pens_saved_per90,gk_pens_missed_per90,gk_pens_save_pct_per90,gk_free_kick_goals_against_per90,gk_corner_kick_goals_against_per90,gk_own_goals_against_per90,gk_psxg_per90,gk_psnpxg_per_shot_on_target_against_per90,gk_psxg_net_per90,gk_passes_completed_launched_per90,gk_passes_launched_per90,gk_passes_pct_launched_per90,gk_passes_per90,gk_passes_throws_per90,gk_pct_passes_launched_per90,gk_passes_length_avg_per90,gk_goal_kicks_per90,gk_pct_goal_kicks_launched_per90,gk_goal_kick_length_avg_per90,gk_crosses_per90,gk_crosses_stopped_per90,gk_crosses_stopped_pct_per90,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions_per90,team_score
10,Karl Darlow,wls WAL,GK,Newcastle Utd,29,1990,25.0,25.0,"2,250",25.0,1.72,5.04,3.36,2.7319999999999998,0.28,0.16,0.56,0.16,0.64,0.16,0.12,0.04,0.0,1.0,0.04,0.16,0.08,1.4880000000000002,0.0108,-0.15,7.0,20.2,1.3880000000000001,20.16,3.68,2.612,1.796,8.64,3.26,2.2119999999999997,16.04,0.72,0.18,0.4,0.368,35.37
11,Martin Dúbravka,sk SVK,GK,Newcastle Utd,31,1989,13.0,13.0,"1,170",13.0,1.46,4.769230769230769,3.3846153846153846,5.461538461538462,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.23076923076923078,1.776923076923077,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,1.276923076923077,0.019230769230769232,-0.11,5.384615384615385,12.76923076923077,3.246153846153846,24.307692307692307,5.153846153846154,2.5307692307692307,2.5,9.384615384615385,3.9076923076923076,3.1153846153846154,18.76923076923077,0.6923076923076923,0.2846153846153846,0.85,0.9692307692307692,35.37
12,Ederson,br BRA,GK,Manchester City,26,1993,36.0,36.0,"3,240",36.0,0.78,2.5833333333333335,1.8055555555555556,2.1500000000000004,0.6944444444444444,0.1388888888888889,0.16666666666666666,0.5277777777777778,1.4666666666666666,0.2222222222222222,0.19444444444444445,0.027777777777777776,0.0,0.3472222222222222,0.0,0.05555555555555555,0.027777777777777776,0.7944444444444445,0.006388888888888889,0.05,3.0,7.388888888888889,1.1277777777777778,26.86111111111111,4.472222222222222,0.5722222222222223,0.7888888888888889,4.25,1.2166666666666666,1.0916666666666666,8.583333333333334,0.5277777777777778,0.16944444444444443,1.22,0.46111111111111114,210.0
13,Łukasz Fabiański,pl POL,GK,West Ham,35,1985,35.0,35.0,"3,150",35.0,1.26,3.942857142857143,2.7714285714285714,2.0085714285714285,0.4857142857142857,0.22857142857142856,0.2857142857142857,0.2857142857142857,0.8171428571428572,0.14285714285714285,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.7142857142857143,0.0,0.11428571428571428,0.11428571428571428,1.1657142857142857,0.007714285714285715,0.02,6.8,17.4,1.1171428571428572,21.085714285714285,4.4,1.5685714285714285,1.1542857142857141,7.771428571428571,2.142857142857143,1.4828571428571429,14.742857142857142,0.7428571428571429,0.14285714285714285,0.43,0.3085714285714286,35.37
14,Fraser Forster,eng ENG,GK,Southampton,32,1988,8.0,8.0,720.0,8.0,1.37,3.875,2.375,8.875,0.5,0.0,0.5,0.25,3.125,0.375,0.25,0.125,0.0,4.1625,0.0,0.125,0.0,1.225,0.02875,-0.16,3.75,16.75,2.8,25.875,3.5,5.5,4.4125,8.0,8.4,5.525,17.75,0.75,0.525,1.75,1.95,35.37
15,David de Gea,es ESP,GK,Manchester Utd,29,1990,26.0,26.0,"2,295",25.5,1.25,3.5294117647058822,2.3137254901960786,2.7019607843137257,0.47058823529411764,0.35294117647058826,0.19607843137254902,0.35294117647058826,1.3568627450980393,0.1568627450980392,0.1568627450980392,0.0,0.0,0.0,0.0392156862745098,0.19607843137254902,0.0784313725490196,1.1019607843137256,0.010588235294117648,-0.08,2.627450980392157,6.823529411764706,1.5098039215686274,16.352941176470587,3.450980392156863,1.1019607843137256,1.1647058823529413,6.745098039215686,1.2980392156862746,1.1411764705882355,12.156862745098039,0.0784313725490196,0.023529411764705882,1.1,0.6588235294117647,204.0
16,Vicente Guaita,es ESP,GK,Crystal Palace,33,1987,37.0,37.0,"3,330",37.0,1.73,4.5675675675675675,2.810810810810811,1.727027027027027,0.2972972972972973,0.21621621621621623,0.4864864864864865,0.21621621621621623,0.5837837837837838,0.10810810810810811,0.08108108108108109,0.02702702702702703,0.0,0.6756756756756757,0.02702702702702703,0.24324324324324326,0.0,1.3567567567567569,0.007567567567567568,-0.37,6.027027027027027,17.594594594594593,0.927027027027027,20.594594594594593,4.216216216216216,1.364864864864865,1.0405405405405406,8.513513513513514,2.2810810810810813,1.5135135135135136,16.324324324324323,0.5135135135135135,0.08378378378378379,0.65,0.35945945945945945,0.0
17,Dean Henderson,eng ENG,GK,Manchester Utd,23,1997,13.0,12.0,"1,125",12.5,0.96,4.08,3.12,6.12,0.72,0.16,0.08,0.32,2.6639999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.8959999999999999,0.0184,-0.06,1.52,7.36,1.656,18.4,5.28,2.2640000000000002,2.472,7.52,2.296,2.4,13.52,0.72,0.424,1.52,1.392,204.0
18,Sam Johnstone,eng ENG,GK,West Brom,27,1993,37.0,37.0,"3,330",37.0,2.0,6.324324324324325,4.378378378378378,1.9297297297297298,0.10810810810810811,0.2972972972972973,0.5945945945945946,0.16216216216216217,0.4378378378378378,0.2972972972972973,0.1891891891891892,0.02702702702702703,0.08108108108108109,0.33783783783783783,0.05405405405405406,0.1891891891891892,0.08108108108108109,1.8162162162162163,0.007027027027027027,-0.1,7.918918918918919,24.027027027027028,0.8918918918918919,26.864864864864863,4.918918918918919,1.7243243243243243,1.2162162162162162,8.0,2.327027027027027,1.535135135135135,17.43243243243243,0.5405405405405406,0.08378378378378379,1.03,0.3783783783783784,35.37
19,Caoimhín Kelleher,ie IRL,GK,Liverpool,21,1998,2.0,2.0,180.0,2.0,0.5,3.5,3.0,42.85,0.5,0.0,0.5,0.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.15,0.55,1.0,7.5,6.65,25.0,6.0,11.0,14.25,7.0,14.3,15.2,13.5,0.5,1.85,1.0,8.15,182.0
20,Bernd Leno,de GER,GK,Arsenal,28,1992,35.0,35.0,"3,131",34.8,1.06,3.3620689655172415,2.385057471264368,1.9885057471264371,0.4885057471264368,0.1724137931034483,0.3448275862068966,0.3160919540229885,0.9022988505747127,0.0574712643678161,0.02873563218390805,0.02873563218390805,0.0,1.4367816091954024,0.0,0.08620689655172414,0.1149425287356322,0.9281609195402298,0.007471264367816093,-0.02,2.241379310344828,8.419540229885058,0.7643678160919541,27.38505747126437,5.258620689655173,0.4942528735632184,0.7298850574712644,6.522988505747127,1.632183908045977,1.2356321839080462,13.99425287356322,0.5172413793103449,0.10632183908045978,0.95,0.4626436781609196,191.0
21,Hugo Lloris,fr FRA,GK,Tottenham,33,1986,38.0,38.0,"3,420",38.0,1.18,4.078947368421052,2.973684210526316,2.0368421052631582,0.47368421052631576,0.21052631578947367,0.3157894736842105,0.3157894736842105,0.8315789473684211,0.2631578947368421,0.2631578947368421,0.0,0.0,0.0,0.0,0.07894736842105263,0.07894736842105263,1.2,0.00631578947368421,0.1,4.184210526315789,10.736842105263158,1.0263157894736843,21.42105263157895,4.7368421052631575,1.0157894736842106,0.8526315789473684,6.947368421052632,0.9368421052631579,0.7394736842105264,15.526315789473685,0.6052631578947368,0.10263157894736842,0.63,0.3447368421052632,150.0
22,Emiliano Martínez,ar ARG,GK,Aston Villa,27,1992,38.0,38.0,"3,420",38.0,1.21,4.894736842105263,3.5,2.0526315789473686,0.42105263157894735,0.18421052631578946,0.39473684210526316,0.39473684210526316,1.0394736842105263,0.15789473684210525,0.13157894736842105,0.02631578947368421,0.0,0.4394736842105263,0.05263157894736842,0.10526315789473684,0.02631578947368421,1.2947368421052632,0.00631578947368421,0.11,6.5,16.81578947368421,1.0184210526315791,27.842105263157894,4.657894736842105,1.186842105263158,0.9763157894736842,6.684210526315789,1.6789473684210525,1.2315789473684209,16.13157894736842,1.105263157894737,0.18157894736842106,0.89,0.3736842105263158,0.0
23,Alex McCarthy,eng ENG,GK,Southampton,30,1989,30.0,30.0,"2,700",30.0,1.9,4.9,3.033333333333333,2.1766666666666667,0.26666666666666666,0.23333333333333334,0.5,0.23333333333333334,0.7766666666666667,0.2,0.2,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.03333333333333333,1.55,0.009333333333333334,-0.32,3.6333333333333333,14.5,0.8366666666666667,30.0,4.366666666666666,1.2366666666666668,1.0666666666666667,5.7,1.97,1.37,12.166666666666666,0.7666666666666667,0.21,1.03,0.52,35.37
24,Edouard Mendy,sn SEN,GK,Chelsea,28,1992,31.0,31.0,"2,745",30.5,0.82,2.6557377049180326,1.8360655737704918,2.347540983606557,0.5573770491803278,0.22950819672131148,0.22950819672131148,0.5245901639344263,1.6918032786885246,0.09836065573770492,0.06557377049180328,0.03278688524590164,0.0,1.0918032786885246,0.03278688524590164,0.13114754098360656,0.03278688524590164,0.7180327868852459,0.007868852459016393,-0.07,2.3278688524590163,6.459016393442623,1.180327868852459,27.737704918032787,4.131147540983607,0.5770491803278689,0.8327868852459016,5.868852459016393,0.878688524590164,0.8426229508196721,10.98360655737705,0.5573770491803278,0.16721311475409834,0.89,0.4983606557377049,247.0
25,Illan Meslier,fr FRA,GK,Leeds United,20,2000,35.0,35.0,"3,150",35.0,1.49,5.371428571428571,3.914285714285714,2.1885714285714286,0.45714285714285713,0.14285714285714285,0.4,0.3142857142857143,0.8971428571428571,0.2571428571428571,0.22857142857142856,0.02857142857142857,0.0,0.3171428571428571,0.02857142857142857,0.3142857142857143,0.05714285714285714,1.3314285714285714,0.006,-0.1,2.857142857142857,8.714285714285714,0.937142857142857,31.4,8.17142857142857,0.5628571428571428,0.7828571428571428,7.628571428571429,0.9514285714285714,0.84,12.771428571428572,0.6857142857142857,0.1542857142857143,0.54,0.34,10.135
26,Will Norris,eng ENG,GK,Burnley,26,1993,2.0,2.0,180.0,2.0,2.0,3.0,1.0,16.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.45,0.075,-1.54,10.0,24.0,20.85,19.5,0.5,41.05,27.25,9.0,44.45,31.4,13.5,1.0,3.7,0.5,5.0,35.37
27,Robin Olsen,se SWE,GK,Everton,30,1990,7.0,7.0,630.0,7.0,1.29,4.285714285714286,3.0,10.471428571428572,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,4.085714285714286,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.3571428571428572,0.041428571428571426,0.07,5.142857142857143,13.285714285714286,5.528571428571429,21.142857142857142,3.2857142857142856,6.085714285714286,5.085714285714286,7.285714285714286,8.4,6.128571428571428,12.571428571428571,0.5714285714285714,0.6428571428571429,0.57,1.7571428571428573,35.37
28,Rui Patrício,pt POR,GK,Wolves,32,1988,37.0,37.0,"3,329",37.0,1.38,4.0,2.675675675675676,1.9,0.32432432432432434,0.24324324324324326,0.43243243243243246,0.2702702702702703,0.7297297297297297,0.21621621621621623,0.1891891891891892,0.02702702702702703,0.0,0.33783783783783783,0.02702702702702703,0.21621621621621623,0.08108108108108109,1.2243243243243243,0.007027027027027027,-0.07,4.324324324324325,10.35135135135135,1.1297297297297297,14.594594594594595,3.945945945945946,1.1864864864864864,0.9594594594594594,7.243243243243243,1.472972972972973,0.9945945945945945,15.08108108108108,0.5675675675675675,0.1027027027027027,0.32,0.2864864864864865,35.37
29,Bailey Peacock-Farrell,nir NIR,GK,Burnley,23,1996,4.0,4.0,360.0,4.0,3.5,6.0,2.5,10.425,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.975,0.0825,-1.52,10.75,23.5,11.425,20.75,1.5,20.175,12.45,7.25,23.275,16.2,12.5,0.0,0.0,1.0,5.7,35.37
30,Jordan Pickford,eng ENG,GK,Everton,26,1994,31.0,31.0,"2,742",30.5,1.28,4.19672131147541,2.9508196721311477,2.3311475409836064,0.4918032786885246,0.16393442622950818,0.36065573770491804,0.32786885245901637,1.0590163934426229,0.09836065573770492,0.06557377049180328,0.0,0.03278688524590164,0.0,0.03278688524590164,0.16393442622950818,0.03278688524590164,1.242622950819672,0.00918032786885246,0.0,7.540983606557377,19.34426229508197,1.278688524590164,31.18032786885246,4.950819672131147,1.5540983606557377,1.2393442622950819,6.491803278688525,2.3016393442622953,1.7180327868852459,15.344262295081966,0.6557377049180327,0.14098360655737704,1.02,0.4360655737704918,35.37
31,Nick Pope,eng ENG,GK,Burnley,28,1992,32.0,32.0,"2,880",32.0,1.16,4.65625,3.53125,2.4125,0.3125,0.28125,0.40625,0.34375,1.075,0.09375,0.09375,0.0,0.0,0.0,0.0,0.125,0.03125,1.25625,0.0078125,0.13,7.9375,21.84375,1.134375,22.625,4.25,2.096875,1.446875,7.84375,2.653125,1.840625,16.34375,1.0,0.190625,2.28,0.565625,35.37
32,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22,1998,38.0,38.0,"3,420",38.0,1.66,5.421052631578948,3.8157894736842106,1.8657894736842107,0.18421052631578946,0.05263157894736842,0.7631578947368421,0.13157894736842105,0.34736842105263155,0.10526315789473684,0.07894736842105263,0.0,0.02631578947368421,0.0,0.0,0.21052631578947367,0.07894736842105263,1.4289473684210525,0.006842105263157895,-0.15,6.921052631578948,21.5,0.8473684210526317,22.789473684210527,3.3684210526315788,1.6973684210526316,1.1973684210526316,7.394736842105263,2.4157894736842103,1.6973684210526316,15.210526315789474,0.868421052631579,0.15,0.89,0.3368421052631579,0.0
33,Darren Randolph,ie IRL,GK,West Ham,33,1987,3.0,3.0,270.0,3.0,1.0,3.0,2.0,22.233333333333334,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.39999999999999997,0.043333333333333335,-0.6,4.0,13.0,10.266666666666667,14.333333333333334,1.6666666666666667,18.599999999999998,14.066666666666668,7.666666666666667,21.733333333333334,15.233333333333334,16.333333333333332,0.0,0.0,0.67,4.533333333333333,35.37
34,Marek Rodák,sk SVK,GK,Fulham,23,1996,2.0,2.0,180.0,2.0,2.5,4.5,2.0,27.8,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.22,-0.48,3.0,6.5,23.1,20.0,3.0,13.75,15.1,3.5,14.3,15.05,8.5,0.5,2.95,1.0,7.0,35.37
35,John Ruddy,eng ENG,GK,Wolves,33,1986,2.0,1.0,91.0,1.0,0.99,4.0,3.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.22,-0.11,1.0,6.0,16.7,19.0,10.0,26.3,33.2,5.0,20.0,31.0,19.0,3.0,15.8,0.0,8.7,35.37
36,Mathew Ryan,au AUS,GK,Brighton,28,1992,11.0,11.0,990.0,11.0,1.73,3.090909090909091,1.4545454545454546,5.081818181818182,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.18181818181818182,1.6545454545454545,0.36363636363636365,0.36363636363636365,0.0,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,1.1454545454545455,0.023636363636363636,-0.49,3.8181818181818183,10.090909090909092,3.436363636363636,32.27272727272727,5.545454545454546,2.309090909090909,2.618181818181818,5.090909090909091,3.409090909090909,2.972727272727273,12.363636363636363,0.5454545454545454,0.4,0.36,0.9636363636363636,0.0
37,Mathew Ryan,au AUS,GK,Arsenal,28,1992,3.0,3.0,270.0,3.0,0.67,3.3333333333333335,2.6666666666666665,30.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,11.1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.09000000000000001,0.55,1.0,2.3333333333333335,14.299999999999999,19.666666666666668,7.0,2.2666666666666666,7.3,3.0,11.1,9.966666666666667,9.333333333333334,2.0,7.133333333333333,1.33,4.766666666666667,191.0
38,Robert Sánchez,es ESP,GK,Brighton,22,1997,27.0,27.0,"2,430",27.0,1.0,3.3703703703703702,2.4074074074074074,2.685185185185185,0.25925925925925924,0.37037037037037035,0.37037037037037035,0.37037037037037035,1.3703703703703705,0.1111111111111111,0.07407407407407407,0.0,0.037037037037037035,0.0,0.0,0.18518518518518517,0.037037037037037035,0.862962962962963,0.008888888888888889,-0.1,5.592592592592593,15.222222222222221,1.3592592592592594,34.25925925925926,4.37037037037037,1.2851851851851852,1.2444444444444445,6.555555555555555,1.8814814814814813,1.5222222222222224,12.592592592592593,0.8148148148148148,0.24074074074074073,1.07,0.5370370370370371,0.0
39,Kasper Schmeichel,dk DEN,GK,Leicester City,33,1986,38.0,38.0,"3,420",38.0,1.32,3.5789473684210527,2.3157894736842106,1.7421052631578948,0.5263157894736842,0.15789473684210525,0.3157894736842105,0.2894736842105263,0.7605263157894736,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.0,0.23684210526315788,0.05263157894736842,1.1105263157894738,0.007631578947368421,-0.15,4.184210526315789,11.18421052631579,0.9842105263157894,27.31578947368421,4.7631578947368425,0.8447368421052632,0.8736842105263158,5.526315789473684,1.1526315789473685,0.9973684210526316,12.736842105263158,0.5263157894736842,0.10789473684210525,0.5,0.35789473684210527,35.37
40,Zack Steffen,us USA,GK,Manchester City,25,1995,1.0,1.0,90.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.47,-0.06,0.0,4.0,0.0,22.0,4.0,13.6,27.0,8.0,12.5,12.3,14.0,0.0,0.0,0.0,0.0,210.0
41,João Virgínia,pt POR,GK,Everton,20,1999,1.0,0.0,48.0,0.5,0.0,6.0,6.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.58,4.0,18.0,44.4,24.0,6.0,100.0,89.2,6.0,200.0,134.6,8.0,2.0,50.0,0.0,20.0,35.37
