,player,nationality,team,age,birth_year,games,games_starts,minutes,minutes_90s,pens_made_per90,pens_att_per90,cards_yellow_per90,cards_red_per90,progressive_carries_per90,progressive_passes_per90,progressive_passes_received_per90,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,shots_on_target_pct_per90,shots_per90,shots_on_target_per90,goals_per_shot_per90,goals_per_shot_on_target_per90,average_shot_distance_per90,shots_free_kicks_per90,npxg_per_shot_per90,xg_net_per90,npxg_net_per90,passes_completed_per90,passes_per90,passes_pct_per90,passes_total_distance_per90,passes_progressive_distance_per90,passes_completed_short_per90,passes_short_per90,passes_pct_short_per90,passes_completed_medium_per90,passes_medium_per90,passes_pct_medium_per90,passes_completed_long_per90,passes_long_per90,passes_pct_long_per90,pass_xa_per90,xg_assist_net_per90,assisted_shots_per90,passes_into_final_third_per90,passes_into_penalty_area_per90,crosses_into_penalty_area_per90,passes_live_per90,passes_dead_per90,passes_free_kicks_per90,through_balls_per90,passes_switches_per90,crosses_per90,throw_ins_per90,corner_kicks_per90,corner_kicks_in_per90,corner_kicks_out_per90,corner_kicks_straight_per90,passes_offsides_per90,passes_blocked_per90,sca_per90,sca_passes_live_per90,sca_passes_dead_per90,sca_take_ons_per90,sca_shots_per90,sca_fouled_per90,sca_defense_per90,gca_per90,gca_passes_live_per90,gca_passes_dead_per90,gca_take_ons_per90,gca_shots_per90,gca_fouled_per90,gca_defense_per90,tackles_per90,tackles_won_per90,tackles_def_3rd_per90,tackles_mid_3rd_per90,tackles_att_3rd_per90,challenge_tackles_per90,challenges_per90,challenge_tackles_pct_per90,challenges_lost_per90,blocks_per90,blocked_shots_per90,blocked_passes_per90,interceptions_per90,tackles_interceptions_per90,clearances_per90,errors_per90,touches_per90,touches_def_pen_area_per90,touches_def_3rd_per90,touches_mid_3rd_per90,touches_att_3rd_per90,touches_att_pen_area_per90,touches_live_ball_per90,take_ons_per90,take_ons_won_per90,take_ons_won_pct_per90,take_ons_tackled_per90,take_ons_tackled_pct_per90,carries_per90,carries_distance_per90,carries_progressive_distance_per90,carries_into_final_third_per90,carries_into_penalty_area_per90,miscontrols_per90,dispossessed_per90,passes_received_per90,cards_yellow_red_per90,fouls_per90,fouled_per90,offsides_per90,pens_won_per90,pens_conceded_per90,own_goals_per90,ball_recoveries_per90,aerials_won_per90,aerials_lost_per90,aerials_won_pct_per90,team_score,position_fw,position_mf,position_df
0,Max Aarons,eng ENG,Norwich City,21,2000,34.0,32.0,"2,881",32.0,0.0,0.0,0.25,0.0,2.4375,3.65625,2.65625,0.0,0.06,0.06,0.0,0.06,0.03,0.05,0.08,0.03,0.08,Matches,0.48125,0.41,0.06,0.0,0.0,0.621875,0.0,0.001875,-0.025,-0.025,34.59375,45.90625,2.35625,518.375,191.65625,20.15625,22.28125,2.828125,11.96875,15.96875,2.34375,1.78125,5.0,1.1125,0.053125,0.009375,0.625,1.5625,1.15625,0.28125,35.3125,10.375,0.53125,0.15625,0.125,1.5625,9.84375,0.0,0.0,0.0,0.0,0.21875,1.25,1.44,1.0625,0.09375,0.0625,0.09375,0.09375,0.03125,0.09,0.09375,0.0,0.0,0.0,0.0,0.0,2.0,1.375,1.53125,0.46875,0.0,1.15625,1.71875,2.103125,0.5625,1.21875,0.59375,0.625,0.875,2.875,3.0,0.03125,57.53125,5.0,22.53125,21.96875,13.75,0.71875,57.53125,2.125,1.0625,1.5625,1.0625,1.5625,29.78125,201.6875,105.53125,1.46875,0.375,1.1875,0.71875,32.1875,0.0,0.84375,1.625,0.03125,0.0,0.0625,0.03125,4.8125,0.40625,1.5625,0.64375,0.0,0,0,1
1,Che Adams,sct SCO,Southampton,25,1996,30.0,23.0,"2,039",22.7,0.0,0.0,0.0,0.0,0.8370044052863437,1.4537444933920705,6.740088105726873,0.31,0.13,0.44,0.31,0.44,0.31,0.13,0.45,0.31,0.45,Matches,2.158590308370044,2.16,1.06,0.00616740088105727,0.01277533039647577,0.5859030837004405,0.0,0.006607929515418502,-0.004405286343612335,-0.004405286343612335,13.392070484581499,20.792951541850222,2.837004405286344,184.4933920704846,44.801762114537446,8.28193832599119,11.277533039647578,3.233480176211454,3.2158590308370045,4.669603524229075,3.035242290748899,0.7929515418502203,1.497797356828194,2.3303964757709252,0.07488986784140969,0.0,1.145374449339207,1.0572687224669604,0.4405286343612335,0.0,20.61674008810573,0.0881057268722467,0.0,0.1762114537444934,0.22026431718061676,0.3524229074889868,0.04405286343612335,0.0,0.0,0.0,0.0,0.0881057268722467,0.9691629955947136,2.25,1.4096916299559472,0.0,0.0881057268722467,0.1762114537444934,0.4845814977973568,0.0881057268722467,0.22,0.13215859030837004,0.0,0.04405286343612335,0.0,0.0,0.04405286343612335,0.5726872246696035,0.2643171806167401,0.22026431718061676,0.22026431718061676,0.13215859030837004,0.0881057268722467,0.7048458149779736,0.5506607929515419,0.6167400881057269,0.7929515418502203,0.0881057268722467,0.7048458149779736,0.3524229074889868,0.9251101321585904,0.7929515418502203,0.0,31.365638766519826,0.9691629955947136,3.5682819383259914,12.907488986784141,15.154185022026432,4.140969162995595,31.365638766519826,1.5418502202643172,0.881057268722467,2.5154185022026434,0.6607929515418502,1.8898678414096917,17.356828193832598,79.47136563876653,28.6784140969163,0.5726872246696035,0.5726872246696035,2.5991189427312777,1.497797356828194,23.65638766519824,0.0,1.277533039647577,1.762114537444934,0.30837004405286345,0.0,0.0,0.0,3.0837004405286343,2.6872246696035242,4.008810572687225,1.7665198237885464,36.52,1,0,0
2,Rayan Aït-Nouri,dz ALG,Wolves,20,2001,23.0,20.0,"1,828",20.3,0.0,0.0,0.19704433497536944,0.0,2.955665024630542,2.413793103448276,6.25615763546798,0.05,0.1,0.15,0.05,0.15,0.03,0.08,0.11,0.03,0.11,Matches,1.5172413793103448,0.64,0.2,0.003940886699507389,0.01231527093596059,0.8669950738916257,0.0,0.0019704433497536944,0.019704433497536946,0.019704433497536946,37.58620689655172,50.49261083743842,3.665024630541872,598.5714285714286,200.19704433497537,20.591133004926107,23.251231527093594,4.364532019704433,13.448275862068964,17.783251231527093,3.724137931034482,2.6600985221674875,6.945812807881773,1.8866995073891624,0.054187192118226604,0.019704433497536946,0.8374384236453202,1.379310344827586,0.689655172413793,0.49261083743842365,39.95073891625616,10.394088669950738,0.49261083743842365,0.04926108374384236,0.3448275862068965,4.7290640394088665,8.472906403940886,1.4285714285714286,0.541871921182266,0.7881773399014778,0.0,0.14778325123152708,0.9359605911330049,2.22,1.477832512315271,0.3940886699507389,0.19704433497536944,0.0,0.09852216748768472,0.04926108374384236,0.3,0.19704433497536944,0.04926108374384236,0.0,0.0,0.04926108374384236,0.0,3.152709359605911,1.773399014778325,2.2660098522167487,0.7389162561576355,0.14778325123152708,1.083743842364532,2.167487684729064,2.4630541871921183,1.083743842364532,1.1822660098522166,0.09852216748768472,1.083743842364532,1.083743842364532,4.236453201970443,1.921182266009852,0.04926108374384236,63.69458128078818,2.413793103448276,22.610837438423644,22.5615763546798,19.310344827586206,1.921182266009852,63.69458128078818,3.9901477832512313,2.0689655172413794,2.5566502463054186,1.921182266009852,2.3694581280788176,32.463054187192114,184.4334975369458,96.99507389162561,1.8719211822660098,0.9359605911330049,2.167487684729064,1.3300492610837438,36.25615763546798,0.0,0.689655172413793,0.9852216748768473,0.14778325123152708,0.04926108374384236,0.0,0.0,6.305418719211822,0.8374384236453202,0.6403940886699507,2.793103448275862,36.52,0,1,1
3,Kristoffer Ajer,no NOR,Brentford,23,1998,24.0,23.0,"1,995",22.2,0.0,0.0,0.22522522522522523,0.0,1.3513513513513513,3.6936936936936937,1.3063063063063063,0.05,0.14,0.18,0.05,0.18,0.04,0.08,0.11,0.04,0.11,Matches,0.6441441441441442,0.32,0.05,0.006306306306306307,0.04504504504504505,0.39639639639639646,0.0,0.0049549549549549555,0.009009009009009009,0.009009009009009009,28.243243243243246,40.18018018018018,3.1666666666666665,456.44144144144144,213.51351351351352,13.64864864864865,16.756756756756758,3.671171171171171,11.486486486486488,15.405405405405405,3.3603603603603602,2.1171171171171173,4.72972972972973,2.018018018018018,0.08108108108108109,0.058558558558558564,0.3603603603603604,1.8468468468468469,0.5855855855855856,0.0900900900900901,33.06306306306306,6.936936936936937,0.2702702702702703,0.0900900900900901,0.13513513513513514,0.7657657657657658,6.666666666666667,0.0,0.0,0.0,0.0,0.1801801801801802,1.2612612612612613,1.5,0.990990990990991,0.2702702702702703,0.0900900900900901,0.04504504504504505,0.04504504504504505,0.04504504504504505,0.32,0.13513513513513514,0.04504504504504505,0.0900900900900901,0.0,0.04504504504504505,0.0,1.3063063063063063,0.8108108108108109,0.9459459459459459,0.2702702702702703,0.0900900900900901,0.5855855855855856,0.9459459459459459,2.7882882882882885,0.3603603603603604,0.8558558558558559,0.4954954954954955,0.3603603603603604,1.1711711711711712,2.4774774774774775,3.3333333333333335,0.0,49.5945945945946,4.864864864864865,19.90990990990991,21.8018018018018,8.153153153153154,1.3963963963963963,49.5945945945946,0.8108108108108109,0.5855855855855856,3.2522522522522523,0.22522522522522523,1.2522522522522523,21.98198198198198,134.72972972972974,77.34234234234235,1.1261261261261262,0.0900900900900901,1.1261261261261262,0.3153153153153153,23.873873873873876,0.0,0.5405405405405406,0.7207207207207208,0.0,0.0,0.0,0.0,4.90990990990991,2.2072072072072073,1.3963963963963963,2.7612612612612613,0.0,0,0,1
4,Nathan Aké,nl NED,Manchester City,26,1995,14.0,10.0,923.0,10.3,0.0,0.0,0.0,0.0,1.1650485436893203,5.533980582524271,0.7766990291262136,0.2,0.0,0.2,0.2,0.2,0.07,0.06,0.12,0.07,0.12,Matches,3.8834951456310676,0.49,0.2,0.038834951456310676,0.0970873786407767,0.7087378640776698,0.0,0.01262135922330097,0.1262135922330097,0.1262135922330097,77.28155339805825,85.24271844660194,8.805825242718447,1281.5533980582522,440.19417475728153,36.213592233009706,38.7378640776699,9.077669902912621,37.28155339805825,40.3883495145631,8.961165048543688,2.815533980582524,4.077669902912621,6.699029126213592,0.04854368932038835,-0.058252427184466014,0.1941747572815534,6.116504854368932,0.2912621359223301,0.0,81.16504854368931,3.9805825242718442,1.4563106796116503,0.0970873786407767,0.1941747572815534,0.0970873786407767,2.524271844660194,0.0,0.0,0.0,0.0,0.0970873786407767,0.48543689320388345,0.49,0.48543689320388345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5533980582524272,0.8737864077669902,0.6796116504854368,0.7766990291262136,0.0970873786407767,0.5825242718446602,0.7766990291262136,7.281553398058252,0.1941747572815534,0.6796116504854368,0.48543689320388345,0.1941747572815534,0.7766990291262136,2.3300970873786406,2.233009708737864,0.0,92.81553398058252,5.4368932038834945,32.23300970873786,50.970873786407765,10.0,0.9708737864077669,92.81553398058252,0.1941747572815534,0.0,0.0,0.1941747572815534,9.70873786407767,65.72815533980582,323.5922330097087,209.5145631067961,1.1650485436893203,0.0,0.3883495145631068,0.2912621359223301,71.94174757281553,0.0,0.8737864077669902,0.1941747572815534,0.0,0.0,0.0,0.0,4.174757281553398,3.5922330097087376,1.1650485436893203,7.330097087378641,220.0,0,0,1
5,Marc Albrighton,eng ENG,Leicester City,31,1989,17.0,11.0,"1,132",12.6,0.0,0.0,0.2380952380952381,0.0,1.6666666666666667,2.0634920634920637,4.444444444444445,0.08,0.16,0.24,0.08,0.24,0.04,0.16,0.2,0.04,0.2,Matches,1.9841269841269842,0.32,0.08,0.01984126984126984,0.07936507936507936,1.2936507936507937,0.0,0.009523809523809523,0.03968253968253968,0.03968253968253968,27.53968253968254,44.285714285714285,4.936507936507937,408.8888888888889,161.9047619047619,17.460317460317462,20.476190476190478,6.76984126984127,6.825396825396826,11.507936507936508,4.7063492063492065,2.0634920634920637,7.4603174603174605,2.1984126984126986,0.07936507936507936,0.0,0.873015873015873,1.8253968253968254,0.6349206349206349,0.4761904761904762,35.87301587301587,8.015873015873016,1.1904761904761905,0.15873015873015872,0.2380952380952381,6.190476190476191,3.8095238095238098,2.9365079365079367,2.142857142857143,0.4761904761904762,0.0,0.39682539682539686,2.142857142857143,1.51,0.9523809523809524,0.31746031746031744,0.0,0.0,0.2380952380952381,0.0,0.16,0.15873015873015872,0.0,0.0,0.0,0.0,0.0,2.4603174603174605,1.507936507936508,1.2698412698412698,0.7142857142857143,0.4761904761904762,0.7936507936507937,3.7301587301587302,1.6904761904761907,2.9365079365079367,1.1904761904761905,0.2380952380952381,0.9523809523809524,1.1111111111111112,3.5714285714285716,1.5873015873015874,0.0,55.952380952380956,2.7777777777777777,13.174603174603176,23.96825396825397,19.285714285714285,0.9523809523809524,55.952380952380956,3.174603174603175,1.1904761904761905,2.9761904761904763,1.9841269841269842,4.9603174603174605,28.333333333333336,128.25396825396825,54.84126984126984,1.1111111111111112,0.15873015873015872,1.6666666666666667,0.6349206349206349,31.50793650793651,0.0,0.4761904761904762,1.0317460317460319,0.15873015873015872,0.0,0.0,0.0,5.158730158730159,0.31746031746031744,1.0317460317460319,1.8650793650793651,45.0,1,0,1
6,Thiago Alcántara,es ESP,Liverpool,30,1991,25.0,17.0,"1,534",17.0,0.0,0.0,0.11764705882352941,0.0,1.411764705882353,12.588235294117647,2.6470588235294117,0.06,0.23,0.29,0.06,0.29,0.11,0.14,0.25,0.11,0.25,Matches,1.411764705882353,1.47,0.35,0.0023529411764705885,0.01,1.1352941176470588,0.0,0.004705882352941177,-0.052941176470588235,-0.052941176470588235,78.82352941176471,88.70588235294117,5.229411764705882,1455.1176470588234,420.5882352941176,33.705882352941174,36.705882352941174,5.3999999999999995,34.94117647058823,37.64705882352941,5.458823529411765,8.823529411764707,11.176470588235293,4.641176470588236,0.09999999999999999,0.09999999999999999,1.7058823529411764,12.411764705882353,1.5294117647058822,0.058823529411764705,87.52941176470588,1.0588235294117647,0.5882352941176471,0.23529411764705882,1.0,0.23529411764705882,0.23529411764705882,0.058823529411764705,0.0,0.058823529411764705,0.0,0.11764705882352941,0.7647058823529411,3.93,3.3529411764705883,0.0,0.058823529411764705,0.4117647058823529,0.058823529411764705,0.058823529411764705,0.35,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,2.823529411764706,1.7058823529411764,0.8235294117647058,1.411764705882353,0.5882352941176471,0.5882352941176471,2.4705882352941178,1.4000000000000001,1.8823529411764706,1.2941176470588236,0.11764705882352941,1.1764705882352942,1.5294117647058822,4.352941176470588,0.7647058823529411,0.11764705882352941,100.0,1.8823529411764706,14.529411764705882,65.05882352941177,21.294117647058822,1.1764705882352942,100.0,1.8823529411764706,1.1764705882352942,3.676470588235294,0.7058823529411765,2.2058823529411766,61.11764705882353,294.29411764705884,140.76470588235293,2.5294117647058822,0.058823529411764705,0.9411764705882353,0.7647058823529411,75.23529411764706,0.0,1.1176470588235294,0.7647058823529411,0.0,0.0,0.0,0.0,7.411764705882353,1.8235294117647058,0.7058823529411765,4.241176470588235,215.0,0,1,0
7,Trent Alexander-Arnold,eng ENG,Liverpool,22,1998,32.0,32.0,"2,853",31.7,0.0,0.0,0.06309148264984227,0.0,1.6719242902208202,8.422712933753944,6.340694006309149,0.06,0.38,0.44,0.06,0.44,0.07,0.38,0.46,0.07,0.46,Matches,0.9274447949526814,1.61,0.47,0.0012618296529968455,0.004100946372239748,0.7570977917981073,0.25236593059936907,0.001577287066246057,-0.012618296529968456,-0.012618296529968456,64.3217665615142,86.97160883280758,2.334384858044164,1265.3627760252366,494.73186119873816,26.529968454258675,30.410094637223974,2.7507886435331232,25.58359621451104,33.05993690851735,2.4416403785488963,10.85173501577287,20.063091482649842,1.7066246056782335,0.41009463722397477,0.0,2.8391167192429023,7.728706624605678,2.6813880126182967,0.7886435331230284,69.52681388012618,17.28706624605678,2.9337539432176656,0.5362776025236593,2.1766561514195586,8.61198738170347,10.220820189274448,4.132492113564669,0.9148264984227129,2.807570977917981,0.0,0.15772870662460567,1.0725552050473186,5.05,3.0283911671924293,1.6719242902208202,0.09463722397476342,0.22082018927444796,0.031545741324921134,0.0,0.57,0.41009463722397477,0.12618296529968454,0.0,0.031545741324921134,0.0,0.0,1.2618296529968454,0.7255520504731862,0.5993690851735016,0.41009463722397477,0.25236593059936907,0.8517350157728707,1.8927444794952681,1.4195583596214512,1.0410094637223974,0.694006309148265,0.12618296529968454,0.5678233438485805,1.3564668769716088,2.6182965299684544,1.2618296529968454,0.0,95.77287066246058,2.2397476340694005,18.990536277602523,43.722397476340696,33.753943217665615,2.6182965299684544,95.77287066246058,1.2302839116719244,0.5993690851735016,1.5362776025236595,0.6309148264984227,1.6182965299684542,47.44479495268139,179.4006309148265,89.08517350157729,1.7350157728706626,0.44164037854889593,1.2933753943217665,0.5993690851735016,59.8422712933754,0.0,0.37854889589905366,0.22082018927444796,0.3470031545741325,0.0,0.0,0.0,7.413249211356467,0.47318611987381703,0.41009463722397477,1.690851735015773,215.0,0,0,1
8,Alisson,br BRA,Liverpool,28,1992,36.0,36.0,"3,240",36.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.72222222222222,38.55555555555556,2.4305555555555554,789.9722222222222,507.94444444444446,7.638888888888889,7.666666666666667,2.7666666666666666,19.055555555555557,19.416666666666668,2.7249999999999996,6.916666666666667,11.36111111111111,1.6916666666666667,0.0,0.022222222222222223,0.027777777777777776,0.4444444444444444,0.027777777777777776,0.0,32.05555555555556,6.5,1.7222222222222223,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.03,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.027777777777777776,0.08333333333333333,0.0,0.0,0.08333333333333333,0.1388888888888889,1.6666666666666667,0.05555555555555555,0.027777777777777776,0.0,0.027777777777777776,0.0,0.08333333333333333,0.7777777777777778,0.027777777777777776,40.80555555555556,28.944444444444443,40.333333333333336,0.4722222222222222,0.0,0.0,40.80555555555556,0.027777777777777776,0.027777777777777776,2.7777777777777777,0.0,0.0,24.25,99.25,61.75,0.0,0.0,0.027777777777777776,0.0,23.22222222222222,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.027777777777777776,2.2222222222222223,0.4166666666666667,0.027777777777777776,2.6055555555555556,215.0,0,0,0
9,Allan,br BRA,Everton,30,1991,28.0,25.0,"2,183",24.3,0.0,0.0,0.28806584362139914,0.0411522633744856,1.0699588477366255,5.349794238683128,0.7407407407407407,0.0,0.08,0.08,0.0,0.08,0.01,0.03,0.04,0.01,0.04,Matches,1.765432098765432,0.29,0.12,0.0,0.0,1.008230452674897,0.0,0.0012345679012345679,-0.00823045267489712,-0.00823045267489712,32.016460905349795,40.41152263374485,3.259259259259259,529.5473251028807,172.5102880658436,14.650205761316872,16.666666666666668,3.617283950617284,13.868312757201645,16.54320987654321,3.4485596707818926,2.3456790123456788,4.197530864197531,2.3004115226337447,0.0411522633744856,0.04938271604938271,0.6172839506172839,4.238683127572016,0.823045267489712,0.12345679012345678,37.53086419753086,2.7160493827160495,0.7818930041152263,0.0411522633744856,0.0823045267489712,0.411522633744856,0.411522633744856,0.0,0.0,0.0,0.0,0.1646090534979424,1.0699588477366255,1.57,1.4403292181069958,0.0,0.0411522633744856,0.0,0.0411522633744856,0.0411522633744856,0.29,0.205761316872428,0.0,0.0411522633744856,0.0,0.0411522633744856,0.0,3.045267489711934,1.8106995884773662,1.1522633744855966,1.6049382716049383,0.28806584362139914,1.3991769547325101,4.320987654320987,1.3333333333333333,2.921810699588477,1.646090534979424,0.37037037037037035,1.2757201646090535,0.9465020576131687,3.9917695473251027,1.6049382716049383,0.0411522633744856,51.81069958847736,3.168724279835391,13.333333333333332,31.39917695473251,7.860082304526749,0.28806584362139914,51.81069958847736,1.2757201646090535,0.8641975308641975,2.786008230452675,0.411522633744856,1.3292181069958846,26.74897119341564,128.3127572016461,65.96707818930041,0.9876543209876543,0.1646090534979424,1.5637860082304527,0.9876543209876543,27.65432098765432,0.0,1.2345679012345678,0.9053497942386831,0.0,0.0411522633744856,0.0,0.0,7.860082304526749,0.45267489711934156,0.6172839506172839,1.7407407407407405,36.52,0,1,0
